response_id,lockdown_period,subscale,score
R_2fvUAwVkhV1ypOM,during,depression,42
R_2fvUAwVkhV1ypOM,during,stress,34
R_2OPDHtEfJyTCxsv,before,anxiety,12
R_2OPDHtEfJyTCxsv,before,depression,6
R_2OPDHtEfJyTCxsv,before,stress,16
R_2OPDHtEfJyTCxsv,during,anxiety,8
R_2OPDHtEfJyTCxsv,during,depression,16
R_2OPDHtEfJyTCxsv,during,stress,18
R_2OYGHuXGBqkz2JB,before,anxiety,4
R_2OYGHuXGBqkz2JB,before,depression,8
R_2OYGHuXGBqkz2JB,before,stress,18
R_2OYGHuXGBqkz2JB,during,anxiety,10
R_2OYGHuXGBqkz2JB,during,depression,6
R_2OYGHuXGBqkz2JB,during,stress,18
R_2QJLcvGH3VwNmlZ,before,anxiety,14
R_2QJLcvGH3VwNmlZ,before,depression,22
R_2QJLcvGH3VwNmlZ,before,stress,20
R_2QJLcvGH3VwNmlZ,during,anxiety,20
R_2QJLcvGH3VwNmlZ,during,depression,40
R_2QJLcvGH3VwNmlZ,during,stress,40
R_2QlDr5bgON19Dbf,before,anxiety,0
R_2QlDr5bgON19Dbf,before,depression,14
R_2QlDr5bgON19Dbf,before,stress,10
R_2QlDr5bgON19Dbf,during,anxiety,0
R_2QlDr5bgON19Dbf,during,depression,24
R_2QlDr5bgON19Dbf,during,stress,12
R_2qrC4O6fVkjwiry,before,anxiety,4
R_2qrC4O6fVkjwiry,before,depression,18
R_2qrC4O6fVkjwiry,before,stress,14
R_2qrC4O6fVkjwiry,during,anxiety,4
R_2qrC4O6fVkjwiry,during,depression,22
R_2qrC4O6fVkjwiry,during,stress,20
R_2QzW5HTDKSQoIdW,before,anxiety,0
R_2QzW5HTDKSQoIdW,before,depression,2
R_2QzW5HTDKSQoIdW,before,stress,4
R_2QzW5HTDKSQoIdW,during,anxiety,2
R_2QzW5HTDKSQoIdW,during,depression,2
R_2QzW5HTDKSQoIdW,during,stress,4
R_2R97eLv3ogd7F2s,before,anxiety,14
R_2R97eLv3ogd7F2s,before,depression,14
R_2R97eLv3ogd7F2s,before,stress,18
R_2R97eLv3ogd7F2s,during,anxiety,12
R_2R97eLv3ogd7F2s,during,depression,4
R_2R97eLv3ogd7F2s,during,stress,20
R_2rhWa2106Du6K5T,before,anxiety,12
R_2rhWa2106Du6K5T,before,depression,30
R_2rhWa2106Du6K5T,before,stress,14
R_2rhWa2106Du6K5T,during,anxiety,8
R_2rhWa2106Du6K5T,during,depression,28
R_2rhWa2106Du6K5T,during,stress,12
R_2rPjSQLcIC8CDty,before,anxiety,10
R_2rPjSQLcIC8CDty,before,depression,8
R_2rPjSQLcIC8CDty,before,stress,16
R_2rPjSQLcIC8CDty,during,anxiety,16
R_2rPjSQLcIC8CDty,during,depression,16
R_2rPjSQLcIC8CDty,during,stress,20
R_2rZRXqFfn0ikBOS,before,anxiety,2
R_2rZRXqFfn0ikBOS,before,depression,0
R_2rZRXqFfn0ikBOS,before,stress,10
R_2rZRXqFfn0ikBOS,during,anxiety,2
R_2rZRXqFfn0ikBOS,during,depression,0
R_2rZRXqFfn0ikBOS,during,stress,6
R_2SeikFcu2AS9w7X,before,anxiety,8
R_2SeikFcu2AS9w7X,before,depression,8
R_2SeikFcu2AS9w7X,before,stress,4
R_2SeikFcu2AS9w7X,during,anxiety,4
R_2SeikFcu2AS9w7X,during,depression,10
R_2SeikFcu2AS9w7X,during,stress,6
R_2SH3IlYMix1JYmN,before,anxiety,6
R_2SH3IlYMix1JYmN,before,depression,8
R_2SH3IlYMix1JYmN,before,stress,10
R_2SH3IlYMix1JYmN,during,anxiety,2
R_2SH3IlYMix1JYmN,during,depression,10
R_2SH3IlYMix1JYmN,during,stress,8
R_2Sq2mphrvRDkWOh,before,anxiety,2
R_2Sq2mphrvRDkWOh,before,depression,10
R_2Sq2mphrvRDkWOh,before,stress,12
R_2Sq2mphrvRDkWOh,during,anxiety,2
R_2Sq2mphrvRDkWOh,during,depression,2
R_2Sq2mphrvRDkWOh,during,stress,4
R_2SvQK62v9Z0NpaC,before,anxiety,2
R_2SvQK62v9Z0NpaC,before,depression,0
R_2SvQK62v9Z0NpaC,before,stress,12
R_2SvQK62v9Z0NpaC,during,anxiety,8
R_2SvQK62v9Z0NpaC,during,depression,20
R_2SvQK62v9Z0NpaC,during,stress,24
R_2SwMBZLcD2f52ij,before,anxiety,0
R_2SwMBZLcD2f52ij,before,depression,0
R_2SwMBZLcD2f52ij,before,stress,0
R_2SwMBZLcD2f52ij,during,anxiety,0
R_2SwMBZLcD2f52ij,during,depression,0
R_2SwMBZLcD2f52ij,during,stress,0
R_2TBpq77Wwtwqrfh,before,anxiety,6
R_2TBpq77Wwtwqrfh,before,depression,8
R_2TBpq77Wwtwqrfh,before,stress,14
R_2TBpq77Wwtwqrfh,during,anxiety,12
R_2TBpq77Wwtwqrfh,during,depression,20
R_2TBpq77Wwtwqrfh,during,stress,12
R_2TG0VS1cyTZTOII,before,anxiety,0
R_2TG0VS1cyTZTOII,before,depression,0
R_2TG0VS1cyTZTOII,before,stress,6
R_2TG0VS1cyTZTOII,during,anxiety,2
R_2TG0VS1cyTZTOII,during,depression,0
R_2TG0VS1cyTZTOII,during,stress,10
R_2tJtUaHMu03QTQ1,before,anxiety,14
R_2tJtUaHMu03QTQ1,before,depression,10
R_2tJtUaHMu03QTQ1,before,stress,22
R_2tJtUaHMu03QTQ1,during,anxiety,30
R_2tJtUaHMu03QTQ1,during,depression,40
R_2tJtUaHMu03QTQ1,during,stress,30
R_2tqUYhzsg6ITwD1,before,anxiety,26
R_2tqUYhzsg6ITwD1,before,depression,26
R_2tqUYhzsg6ITwD1,before,stress,24
R_2tqUYhzsg6ITwD1,during,anxiety,20
R_2tqUYhzsg6ITwD1,during,depression,30
R_2tqUYhzsg6ITwD1,during,stress,22
R_2trlnajiLWtBHVS,before,anxiety,0
R_2trlnajiLWtBHVS,before,depression,8
R_2trlnajiLWtBHVS,before,stress,6
R_2trlnajiLWtBHVS,during,anxiety,0
R_2trlnajiLWtBHVS,during,depression,2
R_2trlnajiLWtBHVS,during,stress,0
R_2TSJxMqN9gOlUOV,before,anxiety,0
R_2TSJxMqN9gOlUOV,before,depression,0
R_2TSJxMqN9gOlUOV,before,stress,0
R_2TSJxMqN9gOlUOV,during,anxiety,0
R_2TSJxMqN9gOlUOV,during,depression,0
R_2TSJxMqN9gOlUOV,during,stress,0
R_2UVJlgmzYG5Xn9P,before,anxiety,2
R_2UVJlgmzYG5Xn9P,before,depression,14
R_2UVJlgmzYG5Xn9P,before,stress,12
R_2UVJlgmzYG5Xn9P,during,anxiety,4
R_2UVJlgmzYG5Xn9P,during,depression,12
R_2UVJlgmzYG5Xn9P,during,stress,14
R_2VkJBjNuuyAttyZ,before,anxiety,10
R_2VkJBjNuuyAttyZ,before,depression,12
R_2VkJBjNuuyAttyZ,before,stress,8
R_2VkJBjNuuyAttyZ,during,anxiety,4
R_2VkJBjNuuyAttyZ,during,depression,24
R_2VkJBjNuuyAttyZ,during,stress,12
R_2vZKXOkrXwQOPM0,before,anxiety,2
R_2vZKXOkrXwQOPM0,before,depression,26
R_2vZKXOkrXwQOPM0,before,stress,22
R_2vZKXOkrXwQOPM0,during,anxiety,12
R_2vZKXOkrXwQOPM0,during,depression,42
R_2vZKXOkrXwQOPM0,during,stress,34
R_2wmnaQBPNB7V2gM,before,anxiety,0
R_2wmnaQBPNB7V2gM,before,depression,0
R_2wmnaQBPNB7V2gM,before,stress,2
R_2wmnaQBPNB7V2gM,during,anxiety,0
R_2wmnaQBPNB7V2gM,during,depression,0
R_2wmnaQBPNB7V2gM,during,stress,2
R_2XcEmd1YzcIXw1Y,before,anxiety,6
R_2XcEmd1YzcIXw1Y,before,depression,16
R_2XcEmd1YzcIXw1Y,before,stress,12
R_2XcEmd1YzcIXw1Y,during,anxiety,0
R_2XcEmd1YzcIXw1Y,during,depression,14
R_2XcEmd1YzcIXw1Y,during,stress,4
R_2xY2K6LH7A68nB1,before,anxiety,10
R_2xY2K6LH7A68nB1,before,depression,6
R_2xY2K6LH7A68nB1,before,stress,18
R_2xY2K6LH7A68nB1,during,anxiety,14
R_2xY2K6LH7A68nB1,during,depression,30
R_2xY2K6LH7A68nB1,during,stress,14
R_2YJKbEV4DDO8Lc0,before,anxiety,18
R_2YJKbEV4DDO8Lc0,before,depression,34
R_2YJKbEV4DDO8Lc0,before,stress,16
R_2YJKbEV4DDO8Lc0,during,anxiety,20
R_2YJKbEV4DDO8Lc0,during,depression,22
R_2YJKbEV4DDO8Lc0,during,stress,16
R_2yk1CSC8mwjjLGP,before,anxiety,0
R_2yk1CSC8mwjjLGP,before,depression,8
R_2yk1CSC8mwjjLGP,before,stress,6
R_2yk1CSC8mwjjLGP,during,anxiety,2
R_2yk1CSC8mwjjLGP,during,depression,4
R_2yk1CSC8mwjjLGP,during,stress,14
R_2yrXHzzzgNeI0Ry,before,anxiety,2
R_2yrXHzzzgNeI0Ry,before,depression,6
R_2yrXHzzzgNeI0Ry,before,stress,4
R_2yrXHzzzgNeI0Ry,during,anxiety,2
R_2yrXHzzzgNeI0Ry,during,depression,4
R_2yrXHzzzgNeI0Ry,during,stress,2
R_2YyK6503UwmpO2W,before,anxiety,10
R_2YyK6503UwmpO2W,before,depression,12
R_2YyK6503UwmpO2W,before,stress,12
R_2YyK6503UwmpO2W,during,anxiety,16
R_2YyK6503UwmpO2W,during,depression,8
R_2YyK6503UwmpO2W,during,stress,16
R_2YyT0OjStuntyXf,before,anxiety,20
R_2YyT0OjStuntyXf,before,depression,38
R_2YyT0OjStuntyXf,before,stress,30
R_2YyT0OjStuntyXf,during,anxiety,26
R_2YyT0OjStuntyXf,during,depression,40
R_2YyT0OjStuntyXf,during,stress,34
R_2zBXAI5qUYmV4DB,before,anxiety,12
R_2zBXAI5qUYmV4DB,before,depression,30
R_2zBXAI5qUYmV4DB,before,stress,20
R_2zBXAI5qUYmV4DB,during,anxiety,8
R_2zBXAI5qUYmV4DB,during,depression,28
R_2zBXAI5qUYmV4DB,during,stress,8
R_2zUqq1urUzBGq6C,before,anxiety,2
R_2zUqq1urUzBGq6C,before,depression,30
R_2zUqq1urUzBGq6C,before,stress,26
R_2zUqq1urUzBGq6C,during,anxiety,12
R_2zUqq1urUzBGq6C,during,depression,16
R_2zUqq1urUzBGq6C,during,stress,14
R_30uRCB7vSqjK8Tf,before,anxiety,10
R_30uRCB7vSqjK8Tf,before,depression,10
R_30uRCB7vSqjK8Tf,before,stress,8
R_30uRCB7vSqjK8Tf,during,anxiety,14
R_30uRCB7vSqjK8Tf,during,depression,14
R_30uRCB7vSqjK8Tf,during,stress,16
R_31LSyq6W3sTmpY5,before,anxiety,10
R_31LSyq6W3sTmpY5,before,depression,20
R_31LSyq6W3sTmpY5,before,stress,0
R_31LSyq6W3sTmpY5,during,anxiety,22
R_31LSyq6W3sTmpY5,during,depression,24
R_31LSyq6W3sTmpY5,during,stress,22
R_31uPOPILKqOF5Z3,before,anxiety,14
R_31uPOPILKqOF5Z3,before,depression,20
R_31uPOPILKqOF5Z3,before,stress,14
R_31uPOPILKqOF5Z3,during,anxiety,12
R_31uPOPILKqOF5Z3,during,depression,24
R_31uPOPILKqOF5Z3,during,stress,14
R_3259jqnrUhcJUgT,before,anxiety,0
R_3259jqnrUhcJUgT,before,depression,4
R_3259jqnrUhcJUgT,before,stress,2
R_3259jqnrUhcJUgT,during,anxiety,4
R_3259jqnrUhcJUgT,during,depression,14
R_3259jqnrUhcJUgT,during,stress,6
R_333VdNEK4f8Xyui,before,anxiety,0
R_333VdNEK4f8Xyui,before,depression,2
R_333VdNEK4f8Xyui,before,stress,10
R_333VdNEK4f8Xyui,during,anxiety,2
R_333VdNEK4f8Xyui,during,depression,12
R_333VdNEK4f8Xyui,during,stress,18
R_33ElcIgec3OQYlt,before,anxiety,0
R_33ElcIgec3OQYlt,before,depression,10
R_33ElcIgec3OQYlt,before,stress,12
R_33ElcIgec3OQYlt,during,anxiety,2
R_33ElcIgec3OQYlt,during,depression,28
R_33ElcIgec3OQYlt,during,stress,24
R_33m18XGfnq4Vj9o,before,anxiety,8
R_33m18XGfnq4Vj9o,before,depression,4
R_33m18XGfnq4Vj9o,before,stress,12
R_33m18XGfnq4Vj9o,during,anxiety,8
R_33m18XGfnq4Vj9o,during,depression,4
R_33m18XGfnq4Vj9o,during,stress,12
R_3asqcGii6ulHk9X,before,anxiety,8
R_3asqcGii6ulHk9X,before,depression,22
R_3asqcGii6ulHk9X,before,stress,16
R_3asqcGii6ulHk9X,during,anxiety,6
R_3asqcGii6ulHk9X,during,depression,14
R_3asqcGii6ulHk9X,during,stress,14
R_3CJmLr5kxXIjcgY,before,anxiety,14
R_3CJmLr5kxXIjcgY,before,depression,0
R_3CJmLr5kxXIjcgY,before,stress,6
R_3CJmLr5kxXIjcgY,during,anxiety,10
R_3CJmLr5kxXIjcgY,during,depression,0
R_3CJmLr5kxXIjcgY,during,stress,4
R_3D7xVjOEj7lRX1u,before,anxiety,8
R_3D7xVjOEj7lRX1u,before,depression,0
R_3D7xVjOEj7lRX1u,before,stress,6
R_3D7xVjOEj7lRX1u,during,anxiety,12
R_3D7xVjOEj7lRX1u,during,depression,12
R_3D7xVjOEj7lRX1u,during,stress,18
R_3DcJPhdo2DHBes3,before,anxiety,6
R_3DcJPhdo2DHBes3,before,depression,8
R_3DcJPhdo2DHBes3,before,stress,18
R_3DcJPhdo2DHBes3,during,anxiety,10
R_3DcJPhdo2DHBes3,during,depression,10
R_3DcJPhdo2DHBes3,during,stress,16
R_3dEN30zDtOpYP25,before,anxiety,2
R_3dEN30zDtOpYP25,before,depression,2
R_3dEN30zDtOpYP25,before,stress,16
R_3dEN30zDtOpYP25,during,anxiety,0
R_3dEN30zDtOpYP25,during,depression,10
R_3dEN30zDtOpYP25,during,stress,18
R_3e1VGffpt89tw8h,before,anxiety,8
R_3e1VGffpt89tw8h,before,depression,18
R_3e1VGffpt89tw8h,before,stress,6
R_3e1VGffpt89tw8h,during,anxiety,26
R_3e1VGffpt89tw8h,during,depression,36
R_3e1VGffpt89tw8h,during,stress,34
R_3efCQahFkiEWLUo,before,anxiety,16
R_3efCQahFkiEWLUo,before,depression,2
R_3efCQahFkiEWLUo,before,stress,10
R_3efCQahFkiEWLUo,during,anxiety,16
R_3efCQahFkiEWLUo,during,depression,4
R_3efCQahFkiEWLUo,during,stress,14
R_3EjaJDRhLy9xsUT,before,anxiety,0
R_3EjaJDRhLy9xsUT,before,depression,0
R_3EjaJDRhLy9xsUT,before,stress,4
R_3EjaJDRhLy9xsUT,during,anxiety,0
R_3EjaJDRhLy9xsUT,during,depression,10
R_3EjaJDRhLy9xsUT,during,stress,12
R_3EtZJ865VyxA1dS,before,anxiety,8
R_3EtZJ865VyxA1dS,before,depression,4
R_3EtZJ865VyxA1dS,before,stress,10
R_3EtZJ865VyxA1dS,during,anxiety,10
R_3EtZJ865VyxA1dS,during,depression,20
R_3EtZJ865VyxA1dS,during,stress,30
R_3fTa3QYnPZpSeen,before,anxiety,34
R_3fTa3QYnPZpSeen,before,depression,30
R_3fTa3QYnPZpSeen,before,stress,34
R_3fTa3QYnPZpSeen,during,anxiety,20
R_3fTa3QYnPZpSeen,during,depression,14
R_3fTa3QYnPZpSeen,during,stress,20
R_3G0VtsBQfB5T8jI,before,anxiety,0
R_3G0VtsBQfB5T8jI,before,depression,0
R_3G0VtsBQfB5T8jI,before,stress,0
R_3G0VtsBQfB5T8jI,during,anxiety,0
R_3G0VtsBQfB5T8jI,during,depression,0
R_3G0VtsBQfB5T8jI,during,stress,0
R_3Gg2Ve4XnzJBPL1,before,anxiety,18
R_3Gg2Ve4XnzJBPL1,before,depression,36
R_3Gg2Ve4XnzJBPL1,before,stress,30
R_3Gg2Ve4XnzJBPL1,during,anxiety,14
R_3Gg2Ve4XnzJBPL1,during,depression,28
R_3Gg2Ve4XnzJBPL1,during,stress,26
R_3gLfJnM7hmP4b0g,before,anxiety,2
R_3gLfJnM7hmP4b0g,before,depression,12
R_3gLfJnM7hmP4b0g,before,stress,2
R_3gLfJnM7hmP4b0g,during,anxiety,4
R_3gLfJnM7hmP4b0g,during,depression,8
R_3gLfJnM7hmP4b0g,during,stress,0
R_3gYE1Oyb2ecCXAO,before,anxiety,0
R_3gYE1Oyb2ecCXAO,before,depression,0
R_3gYE1Oyb2ecCXAO,before,stress,0
R_3gYE1Oyb2ecCXAO,during,anxiety,0
R_3gYE1Oyb2ecCXAO,during,depression,4
R_3gYE1Oyb2ecCXAO,during,stress,8
R_3h0zYlV2nMlsjkp,before,anxiety,2
R_3h0zYlV2nMlsjkp,before,depression,8
R_3h0zYlV2nMlsjkp,before,stress,6
R_3h0zYlV2nMlsjkp,during,anxiety,2
R_3h0zYlV2nMlsjkp,during,depression,10
R_3h0zYlV2nMlsjkp,during,stress,8
R_3hEAA1sGTLuhlZP,before,anxiety,4
R_3hEAA1sGTLuhlZP,before,depression,38
R_3hEAA1sGTLuhlZP,before,stress,20
R_3hEAA1sGTLuhlZP,during,anxiety,2
R_3hEAA1sGTLuhlZP,during,depression,38
R_3hEAA1sGTLuhlZP,during,stress,20
R_3HpP9AcM8KfmlN5,before,anxiety,8
R_3HpP9AcM8KfmlN5,before,depression,32
R_3HpP9AcM8KfmlN5,before,stress,20
R_3HpP9AcM8KfmlN5,during,anxiety,12
R_3HpP9AcM8KfmlN5,during,depression,40
R_3HpP9AcM8KfmlN5,during,stress,28
R_3HS9n2GsIIHkDkT,before,anxiety,0
R_3HS9n2GsIIHkDkT,before,depression,0
R_3HS9n2GsIIHkDkT,before,stress,4
R_3HS9n2GsIIHkDkT,during,anxiety,2
R_3HS9n2GsIIHkDkT,during,depression,2
R_3HS9n2GsIIHkDkT,during,stress,6
R_3hywX9R1oSIynmb,before,anxiety,16
R_3hywX9R1oSIynmb,before,depression,42
R_3hywX9R1oSIynmb,before,stress,22
R_3hywX9R1oSIynmb,during,anxiety,6
R_3hywX9R1oSIynmb,during,depression,10
R_3hywX9R1oSIynmb,during,stress,18
R_3iWtUWUbIxPab5K,before,anxiety,0
R_3iWtUWUbIxPab5K,before,depression,8
R_3iWtUWUbIxPab5K,before,stress,4
R_3iWtUWUbIxPab5K,during,anxiety,2
R_3iWtUWUbIxPab5K,during,depression,4
R_3iWtUWUbIxPab5K,during,stress,10
R_3JecnAA27cFGR9J,before,anxiety,2
R_3JecnAA27cFGR9J,before,depression,2
R_3JecnAA27cFGR9J,before,stress,6
R_3JecnAA27cFGR9J,during,anxiety,6
R_3JecnAA27cFGR9J,during,depression,12
R_3JecnAA27cFGR9J,during,stress,10
R_3jV6I52yPFAZ8oy,before,anxiety,0
R_3jV6I52yPFAZ8oy,before,depression,2
R_3jV6I52yPFAZ8oy,before,stress,4
R_3jV6I52yPFAZ8oy,during,anxiety,2
R_3jV6I52yPFAZ8oy,during,depression,12
R_3jV6I52yPFAZ8oy,during,stress,2
R_3KCvZebmGxmSVat,before,anxiety,10
R_3KCvZebmGxmSVat,before,depression,32
R_3KCvZebmGxmSVat,before,stress,16
R_3KCvZebmGxmSVat,during,anxiety,4
R_3KCvZebmGxmSVat,during,depression,8
R_3KCvZebmGxmSVat,during,stress,10
R_3koLHqG1bLK3yy5,before,anxiety,14
R_3koLHqG1bLK3yy5,before,depression,14
R_3koLHqG1bLK3yy5,before,stress,12
R_3koLHqG1bLK3yy5,during,anxiety,18
R_3koLHqG1bLK3yy5,during,depression,22
R_3koLHqG1bLK3yy5,during,stress,20
R_3lxovCWhEaeqaCs,before,anxiety,24
R_3lxovCWhEaeqaCs,before,depression,34
R_3lxovCWhEaeqaCs,before,stress,34
R_3lxovCWhEaeqaCs,during,anxiety,20
R_3lxovCWhEaeqaCs,during,depression,30
R_3lxovCWhEaeqaCs,during,stress,38
R_3LXrDOSOEDocie5,before,anxiety,8
R_3LXrDOSOEDocie5,before,depression,8
R_3LXrDOSOEDocie5,before,stress,14
R_3LXrDOSOEDocie5,during,anxiety,4
R_3LXrDOSOEDocie5,during,depression,18
R_3LXrDOSOEDocie5,during,stress,20
R_3m4gEtF4OFDZWgM,before,anxiety,2
R_3m4gEtF4OFDZWgM,before,depression,4
R_3m4gEtF4OFDZWgM,before,stress,12
R_3m4gEtF4OFDZWgM,during,anxiety,4
R_3m4gEtF4OFDZWgM,during,depression,6
R_3m4gEtF4OFDZWgM,during,stress,14
R_3M4IeaDW99mC9dK,before,anxiety,8
R_3M4IeaDW99mC9dK,before,depression,6
R_3M4IeaDW99mC9dK,before,stress,10
R_3M4IeaDW99mC9dK,during,anxiety,8
R_3M4IeaDW99mC9dK,during,depression,0
R_3M4IeaDW99mC9dK,during,stress,6
R_3MRUJRa1S8L3skj,before,anxiety,0
R_3MRUJRa1S8L3skj,before,depression,40
R_3MRUJRa1S8L3skj,before,stress,10
R_3MRUJRa1S8L3skj,during,anxiety,0
R_3MRUJRa1S8L3skj,during,depression,42
R_3MRUJRa1S8L3skj,during,stress,8
R_3n2iadGDdM5zQ7k,before,anxiety,4
R_3n2iadGDdM5zQ7k,before,depression,6
R_3n2iadGDdM5zQ7k,before,stress,6
R_3n2iadGDdM5zQ7k,during,anxiety,2
R_3n2iadGDdM5zQ7k,during,depression,6
R_3n2iadGDdM5zQ7k,during,stress,12
R_3ne0xvsnUk3Dg2b,before,anxiety,16
R_3ne0xvsnUk3Dg2b,before,depression,12
R_3ne0xvsnUk3Dg2b,before,stress,20
R_3ne0xvsnUk3Dg2b,during,anxiety,16
R_3ne0xvsnUk3Dg2b,during,depression,18
R_3ne0xvsnUk3Dg2b,during,stress,26
R_3nkCL8JrVmutsy2,before,anxiety,28
R_3nkCL8JrVmutsy2,before,depression,34
R_3nkCL8JrVmutsy2,before,stress,34
R_3nkCL8JrVmutsy2,during,anxiety,16
R_3nkCL8JrVmutsy2,during,depression,18
R_3nkCL8JrVmutsy2,during,stress,24
R_3O0Oame9dqBbP5b,before,anxiety,2
R_3O0Oame9dqBbP5b,before,depression,0
R_3O0Oame9dqBbP5b,before,stress,2
R_3O0Oame9dqBbP5b,during,anxiety,2
R_3O0Oame9dqBbP5b,during,depression,0
R_3O0Oame9dqBbP5b,during,stress,8
R_3OEuDPyfhuyKTkd,before,anxiety,8
R_3OEuDPyfhuyKTkd,before,depression,8
R_3OEuDPyfhuyKTkd,before,stress,12
R_3OEuDPyfhuyKTkd,during,anxiety,14
R_3OEuDPyfhuyKTkd,during,depression,16
R_3OEuDPyfhuyKTkd,during,stress,22
R_3oQRoNnZNzfXRdA,before,anxiety,10
R_3oQRoNnZNzfXRdA,before,depression,16
R_3oQRoNnZNzfXRdA,before,stress,16
R_3oQRoNnZNzfXRdA,during,anxiety,8
R_3oQRoNnZNzfXRdA,during,depression,20
R_3oQRoNnZNzfXRdA,during,stress,14
R_3PAINhZstYwZKnG,before,anxiety,10
R_3PAINhZstYwZKnG,before,depression,18
R_3PAINhZstYwZKnG,before,stress,16
R_3PAINhZstYwZKnG,during,anxiety,8
R_3PAINhZstYwZKnG,during,depression,16
R_3PAINhZstYwZKnG,during,stress,10
R_3pajSVQnjGXyVpt,before,anxiety,14
R_3pajSVQnjGXyVpt,before,depression,26
R_3pajSVQnjGXyVpt,before,stress,18
R_3pajSVQnjGXyVpt,during,anxiety,14
R_3pajSVQnjGXyVpt,during,depression,28
R_3pajSVQnjGXyVpt,during,stress,12
R_3PjYxPdMelfAuAx,before,anxiety,16
R_3PjYxPdMelfAuAx,before,depression,22
R_3PjYxPdMelfAuAx,before,stress,16
R_3PjYxPdMelfAuAx,during,anxiety,14
R_3PjYxPdMelfAuAx,during,depression,22
R_3PjYxPdMelfAuAx,during,stress,22
R_3qyQeKqDkX0mMPk,before,anxiety,0
R_3qyQeKqDkX0mMPk,before,depression,12
R_3qyQeKqDkX0mMPk,before,stress,8
R_3qyQeKqDkX0mMPk,during,anxiety,0
R_3qyQeKqDkX0mMPk,during,depression,14
R_3qyQeKqDkX0mMPk,during,stress,10
R_3sAOu08DzJCbsCx,before,anxiety,2
R_3sAOu08DzJCbsCx,before,depression,4
R_3sAOu08DzJCbsCx,before,stress,2
R_3sAOu08DzJCbsCx,during,anxiety,4
R_3sAOu08DzJCbsCx,during,depression,0
R_3sAOu08DzJCbsCx,during,stress,0
R_3scUafsIK61edPZ,before,anxiety,20
R_3scUafsIK61edPZ,before,depression,20
R_3scUafsIK61edPZ,before,stress,24
R_3scUafsIK61edPZ,during,anxiety,26
R_3scUafsIK61edPZ,during,depression,30
R_3scUafsIK61edPZ,during,stress,34
R_3VJUdRxHSSY9KRH,before,anxiety,10
R_3VJUdRxHSSY9KRH,before,depression,26
R_3VJUdRxHSSY9KRH,before,stress,12
R_3VJUdRxHSSY9KRH,during,anxiety,12
R_3VJUdRxHSSY9KRH,during,depression,30
R_3VJUdRxHSSY9KRH,during,stress,14
R_54O3tQvET3fkQAV,before,anxiety,2
R_54O3tQvET3fkQAV,before,depression,10
R_54O3tQvET3fkQAV,before,stress,8
R_54O3tQvET3fkQAV,during,anxiety,0
R_54O3tQvET3fkQAV,during,depression,10
R_54O3tQvET3fkQAV,during,stress,10
R_6kZae0087zktvOx,before,anxiety,12
R_6kZae0087zktvOx,before,depression,18
R_6kZae0087zktvOx,before,stress,14
R_6kZae0087zktvOx,during,anxiety,14
R_6kZae0087zktvOx,during,depression,36
R_6kZae0087zktvOx,during,stress,24
R_6rhaURmMWIpWVwd,before,anxiety,4
R_6rhaURmMWIpWVwd,before,depression,4
R_6rhaURmMWIpWVwd,before,stress,10
R_6rhaURmMWIpWVwd,during,anxiety,2
R_6rhaURmMWIpWVwd,during,depression,16
R_6rhaURmMWIpWVwd,during,stress,14
R_8jHHv1qsC7vCAz7,before,anxiety,0
R_8jHHv1qsC7vCAz7,before,depression,4
R_8jHHv1qsC7vCAz7,before,stress,12
R_8jHHv1qsC7vCAz7,during,anxiety,2
R_8jHHv1qsC7vCAz7,during,depression,12
R_8jHHv1qsC7vCAz7,during,stress,18
R_9Z70MwcyCsPC9X3,before,anxiety,8
R_9Z70MwcyCsPC9X3,before,depression,20
R_9Z70MwcyCsPC9X3,before,stress,10
R_9Z70MwcyCsPC9X3,during,anxiety,12
R_9Z70MwcyCsPC9X3,during,depression,28
R_9Z70MwcyCsPC9X3,during,stress,24
R_A5JYMcChIUBrgWJ,before,anxiety,0
R_A5JYMcChIUBrgWJ,before,depression,2
R_A5JYMcChIUBrgWJ,before,stress,12
R_A5JYMcChIUBrgWJ,during,anxiety,2
R_A5JYMcChIUBrgWJ,during,depression,6
R_A5JYMcChIUBrgWJ,during,stress,12
R_b25c1SzzqBXhNlf,before,anxiety,20
R_b25c1SzzqBXhNlf,before,depression,34
R_b25c1SzzqBXhNlf,before,stress,20
R_b25c1SzzqBXhNlf,during,anxiety,24
R_b25c1SzzqBXhNlf,during,depression,30
R_b25c1SzzqBXhNlf,during,stress,26
R_b3OqdK3QYKKuHYd,before,anxiety,4
R_b3OqdK3QYKKuHYd,before,depression,2
R_b3OqdK3QYKKuHYd,before,stress,4
R_b3OqdK3QYKKuHYd,during,anxiety,4
R_b3OqdK3QYKKuHYd,during,depression,14
R_b3OqdK3QYKKuHYd,during,stress,14
R_BDGcUeEGjSpIacN,before,anxiety,14
R_BDGcUeEGjSpIacN,before,depression,18
R_BDGcUeEGjSpIacN,before,stress,18
R_BDGcUeEGjSpIacN,during,anxiety,16
R_BDGcUeEGjSpIacN,during,depression,34
R_BDGcUeEGjSpIacN,during,stress,28
R_BPqFXh1wkgyB1Tz,before,anxiety,2
R_BPqFXh1wkgyB1Tz,before,depression,16
R_BPqFXh1wkgyB1Tz,before,stress,18
R_BPqFXh1wkgyB1Tz,during,anxiety,0
