response_id,time,item,score
R_UuOGjA6wOYIRHUt,before,3,2
R_UuOGjA6wOYIRHUt,after,1,2
R_UuOGjA6wOYIRHUt,after,2,2
R_UuOGjA6wOYIRHUt,after,3,3
R_1eqNc6OUIYqj3s8,before,1,1
R_1eqNc6OUIYqj3s8,before,2,1
R_1eqNc6OUIYqj3s8,before,3,1
R_1eqNc6OUIYqj3s8,after,1,1
R_1eqNc6OUIYqj3s8,after,2,1
R_1eqNc6OUIYqj3s8,after,3,1
R_3koLHqG1bLK3yy5,before,1,2
R_3koLHqG1bLK3yy5,before,2,2
R_3koLHqG1bLK3yy5,before,3,2
R_3koLHqG1bLK3yy5,after,1,2
R_3koLHqG1bLK3yy5,after,2,2
R_3koLHqG1bLK3yy5,after,3,2
R_2qrC4O6fVkjwiry,before,1,1
R_2qrC4O6fVkjwiry,before,2,2
R_2qrC4O6fVkjwiry,before,3,1
R_2qrC4O6fVkjwiry,after,1,1
R_2qrC4O6fVkjwiry,after,2,1
R_2qrC4O6fVkjwiry,after,3,2
R_ZxG3FMCz1l6uJd7,before,1,2
R_ZxG3FMCz1l6uJd7,before,2,2
R_ZxG3FMCz1l6uJd7,before,3,2
R_ZxG3FMCz1l6uJd7,after,1,2
R_ZxG3FMCz1l6uJd7,after,2,2
R_ZxG3FMCz1l6uJd7,after,3,2
R_SUcU46CryPkShsR,before,1,2
R_SUcU46CryPkShsR,before,2,2
R_SUcU46CryPkShsR,before,3,2
R_SUcU46CryPkShsR,after,1,3
R_SUcU46CryPkShsR,after,2,3
R_SUcU46CryPkShsR,after,3,2
R_1cSrZsKJbMLVpfn,before,1,2
R_1cSrZsKJbMLVpfn,before,2,2
R_1cSrZsKJbMLVpfn,before,3,3
R_1cSrZsKJbMLVpfn,after,1,2
R_1cSrZsKJbMLVpfn,after,2,2
R_1cSrZsKJbMLVpfn,after,3,3
R_3e1VGffpt89tw8h,before,1,3
R_3e1VGffpt89tw8h,before,2,2
R_3e1VGffpt89tw8h,before,3,2
R_3e1VGffpt89tw8h,after,1,3
R_3e1VGffpt89tw8h,after,2,3
R_3e1VGffpt89tw8h,after,3,3
R_25z3VIIwpNMoGjS,before,1,2
R_25z3VIIwpNMoGjS,before,2,1
R_25z3VIIwpNMoGjS,before,3,1
R_25z3VIIwpNMoGjS,after,1,2
R_25z3VIIwpNMoGjS,after,2,1
R_25z3VIIwpNMoGjS,after,3,3
R_3pajSVQnjGXyVpt,before,1,3
R_3pajSVQnjGXyVpt,before,2,2
R_3pajSVQnjGXyVpt,before,3,2
R_3pajSVQnjGXyVpt,after,1,3
R_3pajSVQnjGXyVpt,after,2,2
R_3pajSVQnjGXyVpt,after,3,2
R_2TG0VS1cyTZTOII,before,1,1
R_2TG0VS1cyTZTOII,before,2,1
R_2TG0VS1cyTZTOII,before,3,1
R_2TG0VS1cyTZTOII,after,1,1
R_2TG0VS1cyTZTOII,after,2,1
R_2TG0VS1cyTZTOII,after,3,1
R_2vZKXOkrXwQOPM0,before,1,1
R_2vZKXOkrXwQOPM0,before,2,2
R_2vZKXOkrXwQOPM0,before,3,1
R_2vZKXOkrXwQOPM0,after,1,2
R_2vZKXOkrXwQOPM0,after,2,3
R_2vZKXOkrXwQOPM0,after,3,3
R_1OIk0siawnKDTiy,before,1,1
R_1OIk0siawnKDTiy,before,2,1
R_1OIk0siawnKDTiy,before,3,1
R_1OIk0siawnKDTiy,after,1,1
R_1OIk0siawnKDTiy,after,2,1
R_1OIk0siawnKDTiy,after,3,3
R_1mIvz4scUnVKLx7,before,1,3
R_1mIvz4scUnVKLx7,before,2,2
R_1mIvz4scUnVKLx7,before,3,2
R_1mIvz4scUnVKLx7,after,1,3
R_1mIvz4scUnVKLx7,after,2,2
R_1mIvz4scUnVKLx7,after,3,3
R_Zrj2VRi2kmSoAoN,before,1,2
R_Zrj2VRi2kmSoAoN,before,2,2
R_Zrj2VRi2kmSoAoN,before,3,3
R_Zrj2VRi2kmSoAoN,after,1,3
R_Zrj2VRi2kmSoAoN,after,2,2
R_Zrj2VRi2kmSoAoN,after,3,3
R_WxPm6DIjeTENfxv,before,1,1
R_WxPm6DIjeTENfxv,before,2,2
R_WxPm6DIjeTENfxv,before,3,1
R_WxPm6DIjeTENfxv,after,1,2
R_WxPm6DIjeTENfxv,after,2,1
R_WxPm6DIjeTENfxv,after,3,3
R_3O0Oame9dqBbP5b,before,1,1
R_3O0Oame9dqBbP5b,before,2,2
R_3O0Oame9dqBbP5b,before,3,1
R_3O0Oame9dqBbP5b,after,1,1
R_3O0Oame9dqBbP5b,after,2,1
R_3O0Oame9dqBbP5b,after,3,2
R_DejQ8cSCeZ4rekp,before,1,2
R_DejQ8cSCeZ4rekp,before,2,2
R_DejQ8cSCeZ4rekp,before,3,3
R_DejQ8cSCeZ4rekp,after,1,3
R_DejQ8cSCeZ4rekp,after,2,3
R_DejQ8cSCeZ4rekp,after,3,3
R_1OVLo23ZSViJv0e,before,1,1
R_1OVLo23ZSViJv0e,before,2,1
R_1OVLo23ZSViJv0e,before,3,1
R_1OVLo23ZSViJv0e,after,1,2
R_1OVLo23ZSViJv0e,after,2,2
R_1OVLo23ZSViJv0e,after,3,2
R_27D28zcmps8GRka,before,1,2
R_27D28zcmps8GRka,before,2,2
R_27D28zcmps8GRka,before,3,2
R_27D28zcmps8GRka,after,1,2
R_27D28zcmps8GRka,after,2,2
R_27D28zcmps8GRka,after,3,2
R_1isdeJ0akLVA05z,before,1,1
R_1isdeJ0akLVA05z,before,2,3
R_1isdeJ0akLVA05z,before,3,2
R_1isdeJ0akLVA05z,after,1,1
R_1isdeJ0akLVA05z,after,2,3
R_1isdeJ0akLVA05z,after,3,2
R_3n2iadGDdM5zQ7k,before,1,1
R_3n2iadGDdM5zQ7k,before,2,1
R_3n2iadGDdM5zQ7k,before,3,1
R_3n2iadGDdM5zQ7k,after,1,1
R_3n2iadGDdM5zQ7k,after,2,2
R_3n2iadGDdM5zQ7k,after,3,1
R_3scUafsIK61edPZ,before,1,1
R_3scUafsIK61edPZ,before,2,1
R_3scUafsIK61edPZ,before,3,1
R_3scUafsIK61edPZ,after,1,2
R_3scUafsIK61edPZ,after,2,2
R_3scUafsIK61edPZ,after,3,3
R_29gj9i4nykxouwi,before,1,2
R_29gj9i4nykxouwi,before,2,2
R_29gj9i4nykxouwi,before,3,2
R_29gj9i4nykxouwi,after,1,2
R_29gj9i4nykxouwi,after,2,2
R_29gj9i4nykxouwi,after,3,2
R_3HS9n2GsIIHkDkT,before,1,1
R_3HS9n2GsIIHkDkT,before,2,1
R_3HS9n2GsIIHkDkT,before,3,1
R_3HS9n2GsIIHkDkT,after,1,1
R_3HS9n2GsIIHkDkT,after,2,1
R_3HS9n2GsIIHkDkT,after,3,1
R_2YyK6503UwmpO2W,before,1,1
R_2YyK6503UwmpO2W,before,2,2
R_2YyK6503UwmpO2W,before,3,1
R_2YyK6503UwmpO2W,after,1,1
R_2YyK6503UwmpO2W,after,2,2
R_2YyK6503UwmpO2W,after,3,1
R_2OYGHuXGBqkz2JB,before,1,1
R_2OYGHuXGBqkz2JB,before,2,1
R_2OYGHuXGBqkz2JB,before,3,1
R_2OYGHuXGBqkz2JB,after,1,1
R_2OYGHuXGBqkz2JB,after,2,1
R_2OYGHuXGBqkz2JB,after,3,1
R_2E4NIJT672CNqhY,before,1,1
R_2E4NIJT672CNqhY,before,2,1
R_2E4NIJT672CNqhY,before,3,1
R_2E4NIJT672CNqhY,after,1,1
R_2E4NIJT672CNqhY,after,2,1
R_2E4NIJT672CNqhY,after,3,1
R_BPqFXh1wkgyB1Tz,before,1,3
R_BPqFXh1wkgyB1Tz,before,2,3
R_BPqFXh1wkgyB1Tz,before,3,2
R_BPqFXh1wkgyB1Tz,after,1,3
R_BPqFXh1wkgyB1Tz,after,2,3
R_BPqFXh1wkgyB1Tz,after,3,3
R_3m4gEtF4OFDZWgM,before,1,1
R_3m4gEtF4OFDZWgM,before,2,1
R_3m4gEtF4OFDZWgM,before,3,1
R_3m4gEtF4OFDZWgM,after,1,1
R_3m4gEtF4OFDZWgM,after,2,1
R_3m4gEtF4OFDZWgM,after,3,1
R_1jf9Sx7JAoAu6dB,before,1,1
R_1jf9Sx7JAoAu6dB,before,2,2
R_1jf9Sx7JAoAu6dB,before,3,1
R_1jf9Sx7JAoAu6dB,after,1,1
R_1jf9Sx7JAoAu6dB,after,2,2
R_1jf9Sx7JAoAu6dB,after,3,3
R_10TobIjLKGhA3cQ,before,1,2
R_10TobIjLKGhA3cQ,before,2,1
R_10TobIjLKGhA3cQ,before,3,1
R_10TobIjLKGhA3cQ,after,1,1
R_10TobIjLKGhA3cQ,after,2,1
R_10TobIjLKGhA3cQ,after,3,1
R_2OPDHtEfJyTCxsv,before,1,1
R_2OPDHtEfJyTCxsv,before,2,3
R_2OPDHtEfJyTCxsv,before,3,2
R_2OPDHtEfJyTCxsv,after,1,3
R_2OPDHtEfJyTCxsv,after,2,3
R_2OPDHtEfJyTCxsv,after,3,3
R_29sTVuZYJRxiKzv,before,1,1
R_29sTVuZYJRxiKzv,before,2,1
R_29sTVuZYJRxiKzv,before,3,1
R_29sTVuZYJRxiKzv,after,1,1
R_29sTVuZYJRxiKzv,after,2,1
R_29sTVuZYJRxiKzv,after,3,3
R_2CTWdkSw6ViCuJq,before,1,2
R_2CTWdkSw6ViCuJq,before,2,1
R_2CTWdkSw6ViCuJq,before,3,1
R_2CTWdkSw6ViCuJq,after,1,1
R_2CTWdkSw6ViCuJq,after,2,1
R_2CTWdkSw6ViCuJq,after,3,1
R_111rjgTikYEbPtb,before,1,1
R_111rjgTikYEbPtb,before,2,1
R_111rjgTikYEbPtb,before,3,2
R_111rjgTikYEbPtb,after,1,1
R_111rjgTikYEbPtb,after,2,1
R_111rjgTikYEbPtb,after,3,1
R_2zUqq1urUzBGq6C,before,1,1
R_2zUqq1urUzBGq6C,before,2,1
R_2zUqq1urUzBGq6C,before,3,3
R_2zUqq1urUzBGq6C,after,1,1
R_2zUqq1urUzBGq6C,after,2,1
R_2zUqq1urUzBGq6C,after,3,3
R_pJBqW9a6blfxMnn,before,1,2
R_pJBqW9a6blfxMnn,before,2,2
R_pJBqW9a6blfxMnn,before,3,1
R_pJBqW9a6blfxMnn,after,1,2
R_pJBqW9a6blfxMnn,after,2,2
R_pJBqW9a6blfxMnn,after,3,2
R_2aM58IL6PRjl31M,before,1,2
R_2aM58IL6PRjl31M,before,2,2
R_2aM58IL6PRjl31M,before,3,2
R_2aM58IL6PRjl31M,after,1,3
R_2aM58IL6PRjl31M,after,2,3
R_2aM58IL6PRjl31M,after,3,3
R_BSsMj7rx2Tnixot,before,1,1
R_BSsMj7rx2Tnixot,before,2,2
R_BSsMj7rx2Tnixot,before,3,2
R_BSsMj7rx2Tnixot,after,1,1
R_BSsMj7rx2Tnixot,after,2,1
R_BSsMj7rx2Tnixot,after,3,3
R_2SeikFcu2AS9w7X,before,1,2
R_2SeikFcu2AS9w7X,before,2,1
R_2SeikFcu2AS9w7X,before,3,1
R_2SeikFcu2AS9w7X,after,1,1
R_2SeikFcu2AS9w7X,after,2,1
R_2SeikFcu2AS9w7X,after,3,1
R_SOViMCN9d7ybO8h,before,1,1
R_SOViMCN9d7ybO8h,before,2,2
R_SOViMCN9d7ybO8h,before,3,2
R_SOViMCN9d7ybO8h,after,1,1
R_SOViMCN9d7ybO8h,after,2,2
R_SOViMCN9d7ybO8h,after,3,2
R_3M4IeaDW99mC9dK,before,1,2
R_3M4IeaDW99mC9dK,before,2,2
R_3M4IeaDW99mC9dK,before,3,3
R_3M4IeaDW99mC9dK,after,1,2
R_3M4IeaDW99mC9dK,after,2,2
R_3M4IeaDW99mC9dK,after,3,2
R_3hEAA1sGTLuhlZP,before,1,1
R_3hEAA1sGTLuhlZP,before,2,1
R_3hEAA1sGTLuhlZP,before,3,1
R_3hEAA1sGTLuhlZP,after,1,3
R_3hEAA1sGTLuhlZP,after,2,3
R_3hEAA1sGTLuhlZP,after,3,3
R_1Ka3YhFFxRPhu6A,before,1,1
R_1Ka3YhFFxRPhu6A,before,2,2
R_1Ka3YhFFxRPhu6A,before,3,1
R_1Ka3YhFFxRPhu6A,after,1,1
R_1Ka3YhFFxRPhu6A,after,2,2
R_1Ka3YhFFxRPhu6A,after,3,3
R_1jptKS7BPpIT1cD,before,1,2
R_1jptKS7BPpIT1cD,before,2,2
R_1jptKS7BPpIT1cD,before,3,2
R_1jptKS7BPpIT1cD,after,1,3
R_1jptKS7BPpIT1cD,after,2,2
R_1jptKS7BPpIT1cD,after,3,2
R_2trlnajiLWtBHVS,before,1,2
R_2trlnajiLWtBHVS,before,2,3
R_2trlnajiLWtBHVS,before,3,3
R_2trlnajiLWtBHVS,after,1,2
R_2trlnajiLWtBHVS,after,2,3
R_2trlnajiLWtBHVS,after,3,3
R_3JecnAA27cFGR9J,before,1,1
R_3JecnAA27cFGR9J,before,2,1
R_3JecnAA27cFGR9J,before,3,1
R_3JecnAA27cFGR9J,after,1,1
R_3JecnAA27cFGR9J,after,2,1
R_3JecnAA27cFGR9J,after,3,2
R_2yrXHzzzgNeI0Ry,before,1,1
R_2yrXHzzzgNeI0Ry,before,2,1
R_2yrXHzzzgNeI0Ry,before,3,1
R_2yrXHzzzgNeI0Ry,after,1,1
R_2yrXHzzzgNeI0Ry,after,2,1
R_2yrXHzzzgNeI0Ry,after,3,1
R_2R97eLv3ogd7F2s,before,1,1
R_2R97eLv3ogd7F2s,before,2,1
R_2R97eLv3ogd7F2s,before,3,1
R_2R97eLv3ogd7F2s,after,1,1
R_2R97eLv3ogd7F2s,after,2,1
R_2R97eLv3ogd7F2s,after,3,1
R_31LSyq6W3sTmpY5,before,1,3
R_31LSyq6W3sTmpY5,before,2,3
R_31LSyq6W3sTmpY5,before,3,3
R_31LSyq6W3sTmpY5,after,1,3
R_31LSyq6W3sTmpY5,after,2,1
R_31LSyq6W3sTmpY5,after,3,3
R_2SH3IlYMix1JYmN,before,1,1
R_2SH3IlYMix1JYmN,before,2,1
R_2SH3IlYMix1JYmN,before,3,1
R_2SH3IlYMix1JYmN,after,1,1
R_2SH3IlYMix1JYmN,after,2,1
R_2SH3IlYMix1JYmN,after,3,1
R_1jkddLsj0iUCBlG,before,1,1
R_1jkddLsj0iUCBlG,before,2,2
R_1jkddLsj0iUCBlG,before,3,2
R_1jkddLsj0iUCBlG,after,1,2
R_1jkddLsj0iUCBlG,after,2,2
R_1jkddLsj0iUCBlG,after,3,3
R_UtoTopbBz0tqPqp,before,1,1
R_UtoTopbBz0tqPqp,before,2,2
R_UtoTopbBz0tqPqp,before,3,1
R_UtoTopbBz0tqPqp,after,1,2
R_UtoTopbBz0tqPqp,after,2,2
R_UtoTopbBz0tqPqp,after,3,2
R_ZmHvxJewc1RDEfT,before,1,1
R_ZmHvxJewc1RDEfT,before,2,2
R_ZmHvxJewc1RDEfT,before,3,1
R_ZmHvxJewc1RDEfT,after,1,1
R_ZmHvxJewc1RDEfT,after,2,1
R_ZmHvxJewc1RDEfT,after,3,1
