response_id,time,subscale,item,score
R_23Ulx9Mu6ClxGOJ,before,depression,16,2
R_23Ulx9Mu6ClxGOJ,before,depression,17,2
R_23Ulx9Mu6ClxGOJ,before,stress,18,3
R_23Ulx9Mu6ClxGOJ,before,anxiety,19,1
R_23Ulx9Mu6ClxGOJ,before,anxiety,20,2
R_23Ulx9Mu6ClxGOJ,before,depression,21,1
R_23Ulx9Mu6ClxGOJ,after,stress,1,1
R_23Ulx9Mu6ClxGOJ,after,anxiety,2,2
R_23Ulx9Mu6ClxGOJ,after,depression,3,1
R_23Ulx9Mu6ClxGOJ,after,anxiety,4,2
R_23Ulx9Mu6ClxGOJ,after,depression,5,2
R_23Ulx9Mu6ClxGOJ,after,stress,6,2
R_23Ulx9Mu6ClxGOJ,after,anxiety,7,1
R_23Ulx9Mu6ClxGOJ,after,stress,8,2
R_23Ulx9Mu6ClxGOJ,after,anxiety,9,1
R_23Ulx9Mu6ClxGOJ,after,depression,10,1
R_23Ulx9Mu6ClxGOJ,after,stress,11,1
R_23Ulx9Mu6ClxGOJ,after,stress,12,2
R_23Ulx9Mu6ClxGOJ,after,depression,13,1
R_23Ulx9Mu6ClxGOJ,after,stress,14,2
R_23Ulx9Mu6ClxGOJ,after,anxiety,15,3
R_23Ulx9Mu6ClxGOJ,after,depression,16,1
R_23Ulx9Mu6ClxGOJ,after,depression,17,2
R_23Ulx9Mu6ClxGOJ,after,stress,18,2
R_23Ulx9Mu6ClxGOJ,after,anxiety,19,1
R_23Ulx9Mu6ClxGOJ,after,anxiety,20,1
R_23Ulx9Mu6ClxGOJ,after,depression,21,1
R_Zgzav0hvyZ96c6d,before,stress,1,2
R_Zgzav0hvyZ96c6d,before,anxiety,2,1
R_Zgzav0hvyZ96c6d,before,depression,3,2
R_Zgzav0hvyZ96c6d,before,anxiety,4,1
R_Zgzav0hvyZ96c6d,before,depression,5,3
R_Zgzav0hvyZ96c6d,before,stress,6,3
R_Zgzav0hvyZ96c6d,before,anxiety,7,2
R_Zgzav0hvyZ96c6d,before,stress,8,2
R_Zgzav0hvyZ96c6d,before,anxiety,9,2
R_Zgzav0hvyZ96c6d,before,depression,10,1
R_Zgzav0hvyZ96c6d,before,stress,11,2
R_Zgzav0hvyZ96c6d,before,stress,12,2
R_Zgzav0hvyZ96c6d,before,depression,13,2
R_Zgzav0hvyZ96c6d,before,stress,14,3
R_Zgzav0hvyZ96c6d,before,anxiety,15,2
R_Zgzav0hvyZ96c6d,before,depression,16,1
R_Zgzav0hvyZ96c6d,before,depression,17,1
R_Zgzav0hvyZ96c6d,before,stress,18,2
R_Zgzav0hvyZ96c6d,before,anxiety,19,1
R_Zgzav0hvyZ96c6d,before,anxiety,20,2
R_Zgzav0hvyZ96c6d,before,depression,21,1
R_Zgzav0hvyZ96c6d,after,stress,1,2
R_Zgzav0hvyZ96c6d,after,anxiety,2,2
R_Zgzav0hvyZ96c6d,after,depression,3,2
R_Zgzav0hvyZ96c6d,after,anxiety,4,1
R_Zgzav0hvyZ96c6d,after,depression,5,3
R_Zgzav0hvyZ96c6d,after,stress,6,3
R_Zgzav0hvyZ96c6d,after,anxiety,7,2
R_Zgzav0hvyZ96c6d,after,stress,8,3
R_Zgzav0hvyZ96c6d,after,anxiety,9,2
R_Zgzav0hvyZ96c6d,after,depression,10,2
R_Zgzav0hvyZ96c6d,after,stress,11,3
R_Zgzav0hvyZ96c6d,after,stress,12,2
R_Zgzav0hvyZ96c6d,after,depression,13,2
R_Zgzav0hvyZ96c6d,after,stress,14,2
R_Zgzav0hvyZ96c6d,after,anxiety,15,3
R_Zgzav0hvyZ96c6d,after,depression,16,2
R_Zgzav0hvyZ96c6d,after,depression,17,2
R_Zgzav0hvyZ96c6d,after,stress,18,2
R_Zgzav0hvyZ96c6d,after,anxiety,19,1
R_Zgzav0hvyZ96c6d,after,anxiety,20,2
R_Zgzav0hvyZ96c6d,after,depression,21,1
R_1K1Fc63G8b1FSAP,before,stress,1,2
R_1K1Fc63G8b1FSAP,before,anxiety,2,2
R_1K1Fc63G8b1FSAP,before,depression,3,2
R_1K1Fc63G8b1FSAP,before,anxiety,4,1
R_1K1Fc63G8b1FSAP,before,depression,5,4
R_1K1Fc63G8b1FSAP,before,stress,6,2
R_1K1Fc63G8b1FSAP,before,anxiety,7,1
R_1K1Fc63G8b1FSAP,before,stress,8,2
R_1K1Fc63G8b1FSAP,before,anxiety,9,3
R_1K1Fc63G8b1FSAP,before,depression,10,3
R_1K1Fc63G8b1FSAP,before,stress,11,3
R_1K1Fc63G8b1FSAP,before,stress,12,3
R_1K1Fc63G8b1FSAP,before,depression,13,3
R_1K1Fc63G8b1FSAP,before,stress,14,3
R_1K1Fc63G8b1FSAP,before,anxiety,15,2
R_1K1Fc63G8b1FSAP,before,depression,16,4
R_1K1Fc63G8b1FSAP,before,depression,17,3
R_1K1Fc63G8b1FSAP,before,stress,18,3
R_1K1Fc63G8b1FSAP,before,anxiety,19,1
R_1K1Fc63G8b1FSAP,before,anxiety,20,2
R_1K1Fc63G8b1FSAP,before,depression,21,2
R_1K1Fc63G8b1FSAP,after,stress,1,1
R_1K1Fc63G8b1FSAP,after,anxiety,2,3
R_1K1Fc63G8b1FSAP,after,depression,3,2
R_1K1Fc63G8b1FSAP,after,anxiety,4,1
R_1K1Fc63G8b1FSAP,after,depression,5,2
R_1K1Fc63G8b1FSAP,after,stress,6,2
R_1K1Fc63G8b1FSAP,after,anxiety,7,1
R_1K1Fc63G8b1FSAP,after,stress,8,2
R_1K1Fc63G8b1FSAP,after,anxiety,9,1
R_1K1Fc63G8b1FSAP,after,depression,10,2
R_1K1Fc63G8b1FSAP,after,stress,11,2
R_1K1Fc63G8b1FSAP,after,stress,12,2
R_1K1Fc63G8b1FSAP,after,depression,13,2
R_1K1Fc63G8b1FSAP,after,stress,14,2
R_1K1Fc63G8b1FSAP,after,anxiety,15,2
R_1K1Fc63G8b1FSAP,after,depression,16,2
R_1K1Fc63G8b1FSAP,after,depression,17,1
R_1K1Fc63G8b1FSAP,after,stress,18,2
R_1K1Fc63G8b1FSAP,after,anxiety,19,1
R_1K1Fc63G8b1FSAP,after,anxiety,20,1
R_1K1Fc63G8b1FSAP,after,depression,21,2
R_1ImlmXBKKlXZVm0,before,stress,1,1
R_1ImlmXBKKlXZVm0,before,anxiety,2,1
R_1ImlmXBKKlXZVm0,before,depression,3,1
R_1ImlmXBKKlXZVm0,before,anxiety,4,1
R_1ImlmXBKKlXZVm0,before,depression,5,2
R_1ImlmXBKKlXZVm0,before,stress,6,3
R_1ImlmXBKKlXZVm0,before,anxiety,7,1
R_1ImlmXBKKlXZVm0,before,stress,8,2
R_1ImlmXBKKlXZVm0,before,anxiety,9,2
R_1ImlmXBKKlXZVm0,before,depression,10,2
R_1ImlmXBKKlXZVm0,before,stress,11,2
R_1ImlmXBKKlXZVm0,before,stress,12,2
R_1ImlmXBKKlXZVm0,before,depression,13,2
R_1ImlmXBKKlXZVm0,before,stress,14,2
R_1ImlmXBKKlXZVm0,before,anxiety,15,2
R_1ImlmXBKKlXZVm0,before,depression,16,2
R_1ImlmXBKKlXZVm0,before,depression,17,2
R_1ImlmXBKKlXZVm0,before,stress,18,2
R_1ImlmXBKKlXZVm0,before,anxiety,19,2
R_1ImlmXBKKlXZVm0,before,anxiety,20,2
R_1ImlmXBKKlXZVm0,before,depression,21,2
R_1ImlmXBKKlXZVm0,after,stress,1,3
R_1ImlmXBKKlXZVm0,after,anxiety,2,1
R_1ImlmXBKKlXZVm0,after,depression,3,3
R_1ImlmXBKKlXZVm0,after,anxiety,4,1
R_1ImlmXBKKlXZVm0,after,depression,5,3
R_1ImlmXBKKlXZVm0,after,stress,6,3
R_1ImlmXBKKlXZVm0,after,anxiety,7,2
R_1ImlmXBKKlXZVm0,after,stress,8,3
R_1ImlmXBKKlXZVm0,after,anxiety,9,3
R_1ImlmXBKKlXZVm0,after,depression,10,3
R_1ImlmXBKKlXZVm0,after,stress,11,3
R_1ImlmXBKKlXZVm0,after,stress,12,3
R_1ImlmXBKKlXZVm0,after,depression,13,3
R_1ImlmXBKKlXZVm0,after,stress,14,3
R_1ImlmXBKKlXZVm0,after,anxiety,15,3
R_1ImlmXBKKlXZVm0,after,depression,16,2
R_1ImlmXBKKlXZVm0,after,depression,17,2
R_1ImlmXBKKlXZVm0,after,stress,18,2
R_1ImlmXBKKlXZVm0,after,anxiety,19,3
R_1ImlmXBKKlXZVm0,after,anxiety,20,3
R_1ImlmXBKKlXZVm0,after,depression,21,2
R_2fIesR987yHKjDw,before,stress,1,2
R_2fIesR987yHKjDw,before,anxiety,2,2
R_2fIesR987yHKjDw,before,depression,3,2
R_2fIesR987yHKjDw,before,anxiety,4,2
R_2fIesR987yHKjDw,before,depression,5,2
R_2fIesR987yHKjDw,before,stress,6,3
R_2fIesR987yHKjDw,before,anxiety,7,3
R_2fIesR987yHKjDw,before,stress,8,3
R_2fIesR987yHKjDw,before,anxiety,9,2
R_2fIesR987yHKjDw,before,depression,10,2
R_2fIesR987yHKjDw,before,stress,11,4
R_2fIesR987yHKjDw,before,stress,12,4
R_2fIesR987yHKjDw,before,depression,13,3
R_2fIesR987yHKjDw,before,stress,14,2
R_2fIesR987yHKjDw,before,anxiety,15,3
R_2fIesR987yHKjDw,before,depression,16,2
R_2fIesR987yHKjDw,before,depression,17,2
R_2fIesR987yHKjDw,before,stress,18,3
R_2fIesR987yHKjDw,before,anxiety,19,2
R_2fIesR987yHKjDw,before,anxiety,20,2
R_2fIesR987yHKjDw,before,depression,21,2
R_2fIesR987yHKjDw,after,stress,1,3
R_2fIesR987yHKjDw,after,anxiety,2,3
R_2fIesR987yHKjDw,after,depression,3,3
R_2fIesR987yHKjDw,after,anxiety,4,3
R_2fIesR987yHKjDw,after,depression,5,3
R_2fIesR987yHKjDw,after,stress,6,4
R_2fIesR987yHKjDw,after,anxiety,7,3
R_2fIesR987yHKjDw,after,stress,8,3
R_2fIesR987yHKjDw,after,anxiety,9,2
R_2fIesR987yHKjDw,after,depression,10,3
R_2fIesR987yHKjDw,after,stress,11,4
R_2fIesR987yHKjDw,after,stress,12,3
R_2fIesR987yHKjDw,after,depression,13,4
R_2fIesR987yHKjDw,after,stress,14,4
R_2fIesR987yHKjDw,after,anxiety,15,4
R_2fIesR987yHKjDw,after,depression,16,4
R_2fIesR987yHKjDw,after,depression,17,4
R_2fIesR987yHKjDw,after,stress,18,4
R_2fIesR987yHKjDw,after,anxiety,19,4
R_2fIesR987yHKjDw,after,anxiety,20,4
R_2fIesR987yHKjDw,after,depression,21,4
R_3G0VtsBQfB5T8jI,before,stress,1,1
R_3G0VtsBQfB5T8jI,before,anxiety,2,1
R_3G0VtsBQfB5T8jI,before,depression,3,1
R_3G0VtsBQfB5T8jI,before,anxiety,4,1
R_3G0VtsBQfB5T8jI,before,depression,5,1
R_3G0VtsBQfB5T8jI,before,stress,6,1
R_3G0VtsBQfB5T8jI,before,anxiety,7,1
R_3G0VtsBQfB5T8jI,before,stress,8,1
R_3G0VtsBQfB5T8jI,before,anxiety,9,1
R_3G0VtsBQfB5T8jI,before,depression,10,1
R_3G0VtsBQfB5T8jI,before,stress,11,1
R_3G0VtsBQfB5T8jI,before,stress,12,1
R_3G0VtsBQfB5T8jI,before,depression,13,1
R_3G0VtsBQfB5T8jI,before,stress,14,1
R_3G0VtsBQfB5T8jI,before,anxiety,15,1
R_3G0VtsBQfB5T8jI,before,depression,16,1
R_3G0VtsBQfB5T8jI,before,depression,17,1
R_3G0VtsBQfB5T8jI,before,stress,18,1
R_3G0VtsBQfB5T8jI,before,anxiety,19,1
R_3G0VtsBQfB5T8jI,before,anxiety,20,1
R_3G0VtsBQfB5T8jI,before,depression,21,1
R_3G0VtsBQfB5T8jI,after,stress,1,1
R_3G0VtsBQfB5T8jI,after,anxiety,2,1
R_3G0VtsBQfB5T8jI,after,depression,3,1
R_3G0VtsBQfB5T8jI,after,anxiety,4,1
R_3G0VtsBQfB5T8jI,after,depression,5,1
R_3G0VtsBQfB5T8jI,after,stress,6,1
R_3G0VtsBQfB5T8jI,after,anxiety,7,1
R_3G0VtsBQfB5T8jI,after,stress,8,1
R_3G0VtsBQfB5T8jI,after,anxiety,9,1
R_3G0VtsBQfB5T8jI,after,depression,10,1
R_3G0VtsBQfB5T8jI,after,stress,11,1
R_3G0VtsBQfB5T8jI,after,stress,12,1
R_3G0VtsBQfB5T8jI,after,depression,13,1
R_3G0VtsBQfB5T8jI,after,stress,14,1
R_3G0VtsBQfB5T8jI,after,anxiety,15,1
R_3G0VtsBQfB5T8jI,after,depression,16,1
R_3G0VtsBQfB5T8jI,after,depression,17,1
R_3G0VtsBQfB5T8jI,after,stress,18,1
R_3G0VtsBQfB5T8jI,after,anxiety,19,1
R_3G0VtsBQfB5T8jI,after,anxiety,20,1
R_3G0VtsBQfB5T8jI,after,depression,21,NA
R_1NfE7qpbaFYk306,before,stress,1,2
R_1NfE7qpbaFYk306,before,anxiety,2,2
R_1NfE7qpbaFYk306,before,depression,3,1
R_1NfE7qpbaFYk306,before,anxiety,4,2
R_1NfE7qpbaFYk306,before,depression,5,3
R_1NfE7qpbaFYk306,before,stress,6,1
R_1NfE7qpbaFYk306,before,anxiety,7,2
R_1NfE7qpbaFYk306,before,stress,8,3
R_1NfE7qpbaFYk306,before,anxiety,9,4
R_1NfE7qpbaFYk306,before,depression,10,2
R_1NfE7qpbaFYk306,before,stress,11,2
R_1NfE7qpbaFYk306,before,stress,12,2
R_1NfE7qpbaFYk306,before,depression,13,2
R_1NfE7qpbaFYk306,before,stress,14,1
R_1NfE7qpbaFYk306,before,anxiety,15,2
R_1NfE7qpbaFYk306,before,depression,16,1
R_1NfE7qpbaFYk306,before,depression,17,2
R_1NfE7qpbaFYk306,before,stress,18,2
R_1NfE7qpbaFYk306,before,anxiety,19,1
R_1NfE7qpbaFYk306,before,anxiety,20,1
R_1NfE7qpbaFYk306,before,depression,21,1
R_1NfE7qpbaFYk306,after,stress,1,2
R_1NfE7qpbaFYk306,after,anxiety,2,2
R_1NfE7qpbaFYk306,after,depression,3,1
R_1NfE7qpbaFYk306,after,anxiety,4,2
R_1NfE7qpbaFYk306,after,depression,5,2
R_1NfE7qpbaFYk306,after,stress,6,1
R_1NfE7qpbaFYk306,after,anxiety,7,1
R_1NfE7qpbaFYk306,after,stress,8,1
R_1NfE7qpbaFYk306,after,anxiety,9,1
R_1NfE7qpbaFYk306,after,depression,10,2
R_1NfE7qpbaFYk306,after,stress,11,2
R_1NfE7qpbaFYk306,after,stress,12,1
R_1NfE7qpbaFYk306,after,depression,13,2
R_1NfE7qpbaFYk306,after,stress,14,2
R_1NfE7qpbaFYk306,after,anxiety,15,1
R_1NfE7qpbaFYk306,after,depression,16,1
R_1NfE7qpbaFYk306,after,depression,17,2
R_1NfE7qpbaFYk306,after,stress,18,3
R_1NfE7qpbaFYk306,after,anxiety,19,1
R_1NfE7qpbaFYk306,after,anxiety,20,1
R_1NfE7qpbaFYk306,after,depression,21,1
R_1pYYllRKHfnN46F,before,stress,1,3
R_1pYYllRKHfnN46F,before,anxiety,2,2
R_1pYYllRKHfnN46F,before,depression,3,2
R_1pYYllRKHfnN46F,before,anxiety,4,2
R_1pYYllRKHfnN46F,before,depression,5,3
R_1pYYllRKHfnN46F,before,stress,6,3
R_1pYYllRKHfnN46F,before,anxiety,7,1
R_1pYYllRKHfnN46F,before,stress,8,2
R_1pYYllRKHfnN46F,before,anxiety,9,1
R_1pYYllRKHfnN46F,before,depression,10,2
R_1pYYllRKHfnN46F,before,stress,11,3
R_1pYYllRKHfnN46F,before,stress,12,2
R_1pYYllRKHfnN46F,before,depression,13,3
R_1pYYllRKHfnN46F,before,stress,14,2
R_1pYYllRKHfnN46F,before,anxiety,15,2
R_1pYYllRKHfnN46F,before,depression,16,2
R_1pYYllRKHfnN46F,before,depression,17,2
R_1pYYllRKHfnN46F,before,stress,18,2
R_1pYYllRKHfnN46F,before,anxiety,19,1
R_1pYYllRKHfnN46F,before,anxiety,20,2
R_1pYYllRKHfnN46F,before,depression,21,1
R_1pYYllRKHfnN46F,after,stress,1,3
R_1pYYllRKHfnN46F,after,anxiety,2,2
R_1pYYllRKHfnN46F,after,depression,3,3
R_1pYYllRKHfnN46F,after,anxiety,4,1
R_1pYYllRKHfnN46F,after,depression,5,3
R_1pYYllRKHfnN46F,after,stress,6,3
R_1pYYllRKHfnN46F,after,anxiety,7,1
R_1pYYllRKHfnN46F,after,stress,8,2
R_1pYYllRKHfnN46F,after,anxiety,9,1
R_1pYYllRKHfnN46F,after,depression,10,2
R_1pYYllRKHfnN46F,after,stress,11,3
R_1pYYllRKHfnN46F,after,stress,12,2
R_1pYYllRKHfnN46F,after,depression,13,3
R_1pYYllRKHfnN46F,after,stress,14,3
R_1pYYllRKHfnN46F,after,anxiety,15,1
R_1pYYllRKHfnN46F,after,depression,16,3
R_1pYYllRKHfnN46F,after,depression,17,2
R_1pYYllRKHfnN46F,after,stress,18,3
R_1pYYllRKHfnN46F,after,anxiety,19,1
R_1pYYllRKHfnN46F,after,anxiety,20,2
R_1pYYllRKHfnN46F,after,depression,21,1
R_WerDtRBiVK6hlnP,before,stress,1,2
R_WerDtRBiVK6hlnP,before,anxiety,2,3
R_WerDtRBiVK6hlnP,before,depression,3,4
R_WerDtRBiVK6hlnP,before,anxiety,4,1
R_WerDtRBiVK6hlnP,before,depression,5,3
R_WerDtRBiVK6hlnP,before,stress,6,3
R_WerDtRBiVK6hlnP,before,anxiety,7,1
R_WerDtRBiVK6hlnP,before,stress,8,3
R_WerDtRBiVK6hlnP,before,anxiety,9,2
R_WerDtRBiVK6hlnP,before,depression,10,4
R_WerDtRBiVK6hlnP,before,stress,11,3
R_WerDtRBiVK6hlnP,before,stress,12,4
R_WerDtRBiVK6hlnP,before,depression,13,3
R_WerDtRBiVK6hlnP,before,stress,14,3
R_WerDtRBiVK6hlnP,before,anxiety,15,2
R_WerDtRBiVK6hlnP,before,depression,16,4
R_WerDtRBiVK6hlnP,before,depression,17,4
R_WerDtRBiVK6hlnP,before,stress,18,2
R_WerDtRBiVK6hlnP,before,anxiety,19,1
R_WerDtRBiVK6hlnP,before,anxiety,20,1
R_WerDtRBiVK6hlnP,before,depression,21,4
R_WerDtRBiVK6hlnP,after,stress,1,3
R_WerDtRBiVK6hlnP,after,anxiety,2,4
R_WerDtRBiVK6hlnP,after,depression,3,4
R_WerDtRBiVK6hlnP,after,anxiety,4,1
R_WerDtRBiVK6hlnP,after,depression,5,4
R_WerDtRBiVK6hlnP,after,stress,6,4
R_WerDtRBiVK6hlnP,after,anxiety,7,1
R_WerDtRBiVK6hlnP,after,stress,8,4
R_WerDtRBiVK6hlnP,after,anxiety,9,1
R_WerDtRBiVK6hlnP,after,depression,10,4
R_WerDtRBiVK6hlnP,after,stress,11,4
R_WerDtRBiVK6hlnP,after,stress,12,4
R_WerDtRBiVK6hlnP,after,depression,13,4
R_WerDtRBiVK6hlnP,after,stress,14,3
R_WerDtRBiVK6hlnP,after,anxiety,15,2
R_WerDtRBiVK6hlnP,after,depression,16,4
R_WerDtRBiVK6hlnP,after,depression,17,4
R_WerDtRBiVK6hlnP,after,stress,18,4
R_WerDtRBiVK6hlnP,after,anxiety,19,1
R_WerDtRBiVK6hlnP,after,anxiety,20,4
R_WerDtRBiVK6hlnP,after,depression,21,4
R_2cdROg831T1vhEC,before,stress,1,2
R_2cdROg831T1vhEC,before,anxiety,2,1
R_2cdROg831T1vhEC,before,depression,3,2
R_2cdROg831T1vhEC,before,anxiety,4,1
R_2cdROg831T1vhEC,before,depression,5,3
R_2cdROg831T1vhEC,before,stress,6,3
R_2cdROg831T1vhEC,before,anxiety,7,2
R_2cdROg831T1vhEC,before,stress,8,1
R_2cdROg831T1vhEC,before,anxiety,9,1
R_2cdROg831T1vhEC,before,depression,10,1
R_2cdROg831T1vhEC,before,stress,11,1
R_2cdROg831T1vhEC,before,stress,12,1
R_2cdROg831T1vhEC,before,depression,13,2
R_2cdROg831T1vhEC,before,stress,14,2
R_2cdROg831T1vhEC,before,anxiety,15,2
R_2cdROg831T1vhEC,before,depression,16,2
R_2cdROg831T1vhEC,before,depression,17,1
R_2cdROg831T1vhEC,before,stress,18,1
R_2cdROg831T1vhEC,before,anxiety,19,2
R_2cdROg831T1vhEC,before,anxiety,20,1
R_2cdROg831T1vhEC,before,depression,21,1
R_2cdROg831T1vhEC,after,stress,1,1
R_2cdROg831T1vhEC,after,anxiety,2,1
R_2cdROg831T1vhEC,after,depression,3,1
R_2cdROg831T1vhEC,after,anxiety,4,1
R_2cdROg831T1vhEC,after,depression,5,2
R_2cdROg831T1vhEC,after,stress,6,2
R_2cdROg831T1vhEC,after,anxiety,7,2
R_2cdROg831T1vhEC,after,stress,8,1
R_2cdROg831T1vhEC,after,anxiety,9,1
R_2cdROg831T1vhEC,after,depression,10,2
R_2cdROg831T1vhEC,after,stress,11,2
R_2cdROg831T1vhEC,after,stress,12,2
R_2cdROg831T1vhEC,after,depression,13,1
R_2cdROg831T1vhEC,after,stress,14,1
R_2cdROg831T1vhEC,after,anxiety,15,2
R_2cdROg831T1vhEC,after,depression,16,1
R_2cdROg831T1vhEC,after,depression,17,1
R_2cdROg831T1vhEC,after,stress,18,1
R_2cdROg831T1vhEC,after,anxiety,19,1
R_2cdROg831T1vhEC,after,anxiety,20,1
R_2cdROg831T1vhEC,after,depression,21,1
R_p5CA0SZn571DSEN,before,stress,1,1
R_p5CA0SZn571DSEN,before,anxiety,2,2
R_p5CA0SZn571DSEN,before,depression,3,2
R_p5CA0SZn571DSEN,before,anxiety,4,1
R_p5CA0SZn571DSEN,before,depression,5,3
R_p5CA0SZn571DSEN,before,stress,6,2
R_p5CA0SZn571DSEN,before,anxiety,7,2
R_p5CA0SZn571DSEN,before,stress,8,1
R_p5CA0SZn571DSEN,before,anxiety,9,2
R_p5CA0SZn571DSEN,before,depression,10,2
R_p5CA0SZn571DSEN,before,stress,11,2
R_p5CA0SZn571DSEN,before,stress,12,1
R_p5CA0SZn571DSEN,before,depression,13,2
R_p5CA0SZn571DSEN,before,stress,14,1
R_p5CA0SZn571DSEN,before,anxiety,15,2
R_p5CA0SZn571DSEN,before,depression,16,2
R_p5CA0SZn571DSEN,before,depression,17,2
R_p5CA0SZn571DSEN,before,stress,18,2
R_p5CA0SZn571DSEN,before,anxiety,19,2
R_p5CA0SZn571DSEN,before,anxiety,20,1
R_p5CA0SZn571DSEN,before,depression,21,1
R_p5CA0SZn571DSEN,after,stress,1,2
R_p5CA0SZn571DSEN,after,anxiety,2,2
R_p5CA0SZn571DSEN,after,depression,3,1
R_p5CA0SZn571DSEN,after,anxiety,4,1
R_p5CA0SZn571DSEN,after,depression,5,3
R_p5CA0SZn571DSEN,after,stress,6,2
R_p5CA0SZn571DSEN,after,anxiety,7,2
R_p5CA0SZn571DSEN,after,stress,8,2
R_p5CA0SZn571DSEN,after,anxiety,9,2
R_p5CA0SZn571DSEN,after,depression,10,2
R_p5CA0SZn571DSEN,after,stress,11,3
R_p5CA0SZn571DSEN,after,stress,12,2
R_p5CA0SZn571DSEN,after,depression,13,2
R_p5CA0SZn571DSEN,after,stress,14,2
R_p5CA0SZn571DSEN,after,anxiety,15,2
R_p5CA0SZn571DSEN,after,depression,16,3
R_p5CA0SZn571DSEN,after,depression,17,2
R_p5CA0SZn571DSEN,after,stress,18,3
R_p5CA0SZn571DSEN,after,anxiety,19,2
R_p5CA0SZn571DSEN,after,anxiety,20,2
R_p5CA0SZn571DSEN,after,depression,21,1
R_2CvKeTojbEMdWFy,before,stress,1,2
R_2CvKeTojbEMdWFy,before,anxiety,2,1
R_2CvKeTojbEMdWFy,before,depression,3,2
R_2CvKeTojbEMdWFy,before,anxiety,4,1
R_2CvKeTojbEMdWFy,before,depression,5,3
R_2CvKeTojbEMdWFy,before,stress,6,2
R_2CvKeTojbEMdWFy,before,anxiety,7,1
R_2CvKeTojbEMdWFy,before,stress,8,1
R_2CvKeTojbEMdWFy,before,anxiety,9,1
R_2CvKeTojbEMdWFy,before,depression,10,2
R_2CvKeTojbEMdWFy,before,stress,11,3
R_2CvKeTojbEMdWFy,before,stress,12,2
R_2CvKeTojbEMdWFy,before,depression,13,3
R_2CvKeTojbEMdWFy,before,stress,14,3
R_2CvKeTojbEMdWFy,before,anxiety,15,1
R_2CvKeTojbEMdWFy,before,depression,16,3
R_2CvKeTojbEMdWFy,before,depression,17,2
R_2CvKeTojbEMdWFy,before,stress,18,2
R_2CvKeTojbEMdWFy,before,anxiety,19,1
R_2CvKeTojbEMdWFy,before,anxiety,20,1
R_2CvKeTojbEMdWFy,before,depression,21,2
R_2CvKeTojbEMdWFy,after,stress,1,1
R_2CvKeTojbEMdWFy,after,anxiety,2,1
R_2CvKeTojbEMdWFy,after,depression,3,2
R_2CvKeTojbEMdWFy,after,anxiety,4,1
R_2CvKeTojbEMdWFy,after,depression,5,4
R_2CvKeTojbEMdWFy,after,stress,6,2
R_2CvKeTojbEMdWFy,after,anxiety,7,1
R_2CvKeTojbEMdWFy,after,stress,8,1
R_2CvKeTojbEMdWFy,after,anxiety,9,1
R_2CvKeTojbEMdWFy,after,depression,10,2
R_2CvKeTojbEMdWFy,after,stress,11,2
R_2CvKeTojbEMdWFy,after,stress,12,1
R_2CvKeTojbEMdWFy,after,depression,13,2
R_2CvKeTojbEMdWFy,after,stress,14,2
R_2CvKeTojbEMdWFy,after,anxiety,15,1
R_2CvKeTojbEMdWFy,after,depression,16,3
R_2CvKeTojbEMdWFy,after,depression,17,2
R_2CvKeTojbEMdWFy,after,stress,18,2
R_2CvKeTojbEMdWFy,after,anxiety,19,1
R_2CvKeTojbEMdWFy,after,anxiety,20,1
R_2CvKeTojbEMdWFy,after,depression,21,2
R_3hywX9R1oSIynmb,before,stress,1,4
R_3hywX9R1oSIynmb,before,anxiety,2,1
R_3hywX9R1oSIynmb,before,depression,3,4
R_3hywX9R1oSIynmb,before,anxiety,4,1
R_3hywX9R1oSIynmb,before,depression,5,4
R_3hywX9R1oSIynmb,before,stress,6,1
R_3hywX9R1oSIynmb,before,anxiety,7,2
R_3hywX9R1oSIynmb,before,stress,8,2
R_3hywX9R1oSIynmb,before,anxiety,9,3
R_3hywX9R1oSIynmb,before,depression,10,4
R_3hywX9R1oSIynmb,before,stress,11,3
R_3hywX9R1oSIynmb,before,stress,12,4
R_3hywX9R1oSIynmb,before,depression,13,4
R_3hywX9R1oSIynmb,before,stress,14,2
R_3hywX9R1oSIynmb,before,anxiety,15,3
R_3hywX9R1oSIynmb,before,depression,16,4
R_3hywX9R1oSIynmb,before,depression,17,4
R_3hywX9R1oSIynmb,before,stress,18,2
R_3hywX9R1oSIynmb,before,anxiety,19,3
R_3hywX9R1oSIynmb,before,anxiety,20,2
R_3hywX9R1oSIynmb,before,depression,21,4
R_3hywX9R1oSIynmb,after,stress,1,2
R_3hywX9R1oSIynmb,after,anxiety,2,1
R_3hywX9R1oSIynmb,after,depression,3,2
R_3hywX9R1oSIynmb,after,anxiety,4,1
R_3hywX9R1oSIynmb,after,depression,5,1
R_3hywX9R1oSIynmb,after,stress,6,1
R_3hywX9R1oSIynmb,after,anxiety,7,1
R_3hywX9R1oSIynmb,after,stress,8,3
R_3hywX9R1oSIynmb,after,anxiety,9,1
R_3hywX9R1oSIynmb,after,depression,10,1
R_3hywX9R1oSIynmb,after,stress,11,3
R_3hywX9R1oSIynmb,after,stress,12,2
R_3hywX9R1oSIynmb,after,depression,13,2
R_3hywX9R1oSIynmb,after,stress,14,4
R_3hywX9R1oSIynmb,after,anxiety,15,2
R_3hywX9R1oSIynmb,after,depression,16,2
R_3hywX9R1oSIynmb,after,depression,17,2
