response_id,recorded_date,start_date,end_date,progress,duration,finished,consent,age,sex,highest_education_level,secondary_school_current,college_current,undergrad_current,postgrad_current,employed_full_current,employed_part_current,employed_self_current,unemployed_current,other_education_employ_current,lockdown_worked_as_normal,lockdown_worked_at_home,lockdown_made_redundant,lockdown_furloughed,lockdown_other,living_with_partner,living_with_parents_caregivers,living_with_housemates,living_alone,living_other
R_SUcU46CryPkShsR,2020-05-28T19:43:00Z,2020-05-28T19:35:00Z,2020-05-28T19:43:00Z,100,467S,1,1,30,female,undergraduate_degree,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
R_1cSrZsKJbMLVpfn,2020-05-29T02:12:00Z,2020-05-29T01:59:00Z,2020-05-29T02:12:00Z,100,783S,1,1,72,male,postgraduate_degree,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
R_3e1VGffpt89tw8h,2020-05-29T05:07:00Z,2020-05-29T04:54:00Z,2020-05-29T05:07:00Z,100,814S,1,1,23,male,undergraduate_degree,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
R_25z3VIIwpNMoGjS,2020-05-29T05:08:00Z,2020-05-29T04:55:00Z,2020-05-29T05:08:00Z,100,770S,1,1,39,female,undergraduate_degree,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
R_3pajSVQnjGXyVpt,2020-05-29T06:36:00Z,2020-05-29T04:12:00Z,2020-05-29T06:36:00Z,100,8646S,1,1,37,female,undergraduate_degree,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
R_2TG0VS1cyTZTOII,2020-05-29T07:46:00Z,2020-05-29T07:39:00Z,2020-05-29T07:46:00Z,100,414S,1,1,34,female,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_2vZKXOkrXwQOPM0,2020-05-29T10:14:00Z,2020-05-29T09:59:00Z,2020-05-29T10:14:00Z,100,867S,1,1,45,female,postgraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_1OIk0siawnKDTiy,2020-05-29T10:47:00Z,2020-05-22T10:34:00Z,2020-05-22T10:46:00Z,97,739S,0,1,24,female,college,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
R_1mIvz4scUnVKLx7,2020-05-29T10:56:00Z,2020-05-22T10:44:00Z,2020-05-22T10:56:00Z,97,739S,0,1,25,female,undergraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
R_Zrj2VRi2kmSoAoN,2020-05-29T11:08:00Z,2020-05-29T10:51:00Z,2020-05-29T11:08:00Z,100,998S,1,1,38,female,other,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
R_9tazVdP7WtK9BAJ,2020-05-29T11:16:00Z,2020-05-29T11:09:00Z,2020-05-29T11:16:00Z,100,476S,1,1,52,female,undergraduate_degree,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
R_WxPm6DIjeTENfxv,2020-05-29T11:23:00Z,2020-05-29T10:59:00Z,2020-05-29T11:23:00Z,100,1452S,1,1,36,female,college,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
R_3O0Oame9dqBbP5b,2020-05-29T12:36:00Z,2020-05-22T12:24:00Z,2020-05-22T12:36:00Z,97,701S,0,1,27,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_DejQ8cSCeZ4rekp,2020-05-29T12:48:00Z,2020-05-29T12:23:00Z,2020-05-29T12:48:00Z,100,1522S,1,1,40,female,college,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_1OVLo23ZSViJv0e,2020-05-29T14:08:00Z,2020-05-22T13:57:00Z,2020-05-22T14:08:00Z,97,622S,0,1,38,female,undergraduate_degree,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_27D28zcmps8GRka,2020-05-29T17:17:00Z,2020-05-22T17:06:00Z,2020-05-22T17:17:00Z,97,643S,0,1,27,female,postgraduate_degree,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
R_1isdeJ0akLVA05z,2020-05-29T17:18:00Z,2020-05-22T16:58:00Z,2020-05-22T17:18:00Z,97,1190S,0,1,29,male,school,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
R_3n2iadGDdM5zQ7k,2020-05-30T01:59:00Z,2020-05-30T01:45:00Z,2020-05-30T01:59:00Z,100,837S,1,1,42,male,school,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_3scUafsIK61edPZ,2020-05-30T03:04:00Z,2020-05-23T02:42:00Z,2020-05-23T03:03:00Z,97,1254S,0,1,24,female,postgraduate_degree,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
R_29gj9i4nykxouwi,2020-05-30T13:00:00Z,2020-05-30T12:41:00Z,2020-05-30T13:00:00Z,100,1116S,1,1,31,male,undergraduate_degree,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
R_3HS9n2GsIIHkDkT,2020-05-30T18:09:00Z,2020-05-30T17:49:00Z,2020-05-30T18:09:00Z,100,1235S,1,1,33,male,undergraduate_degree,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
R_2YyK6503UwmpO2W,2020-05-31T09:45:00Z,2020-05-31T09:28:00Z,2020-05-31T09:45:00Z,100,1062S,1,1,52,female,undergraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_2OYGHuXGBqkz2JB,2020-05-31T21:30:00Z,2020-05-31T21:04:00Z,2020-05-31T21:30:00Z,100,1514S,1,1,22,female,undergraduate_degree,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
R_2E4NIJT672CNqhY,2020-06-01T17:39:00Z,2020-06-01T17:27:00Z,2020-06-01T17:39:00Z,100,724S,1,1,27,male,college,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_BPqFXh1wkgyB1Tz,2020-06-02T07:08:00Z,2020-05-26T06:49:00Z,2020-05-26T07:08:00Z,97,1104S,0,1,33,male,college,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
R_3m4gEtF4OFDZWgM,2020-06-02T10:02:00Z,2020-05-26T09:41:00Z,2020-05-26T10:02:00Z,97,1256S,0,1,44,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_1jf9Sx7JAoAu6dB,2020-06-02T12:17:00Z,2020-05-26T12:03:00Z,2020-05-26T12:17:00Z,97,823S,0,1,33,male,other,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
R_10TobIjLKGhA3cQ,2020-06-02T12:55:00Z,2020-05-26T12:33:00Z,2020-05-26T12:55:00Z,97,1353S,0,1,47,male,undergraduate_degree,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
R_2OPDHtEfJyTCxsv,2020-06-03T06:48:00Z,2020-06-03T05:41:00Z,2020-06-03T06:48:00Z,100,4010S,1,1,24,female,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
R_29sTVuZYJRxiKzv,2020-06-03T13:27:00Z,2020-05-27T13:08:00Z,2020-05-27T13:27:00Z,97,1155S,0,1,36,male,undergraduate_degree,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
R_2CTWdkSw6ViCuJq,2020-06-03T14:27:00Z,2020-05-27T14:19:00Z,2020-05-27T14:27:00Z,97,472S,0,1,35,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_111rjgTikYEbPtb,2020-06-03T15:00:00Z,2020-05-27T14:41:00Z,2020-05-27T15:00:00Z,97,1129S,0,1,31,female,undergraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_2zUqq1urUzBGq6C,2020-06-03T16:01:00Z,2020-05-27T15:51:00Z,2020-05-27T16:00:00Z,97,596S,0,1,30,male,postgraduate_degree,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
R_pJBqW9a6blfxMnn,2020-06-03T20:01:00Z,2020-05-27T19:50:00Z,2020-05-27T20:01:00Z,97,660S,0,1,28,female,undergraduate_degree,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R_2aM58IL6PRjl31M,2020-06-03T21:03:00Z,2020-05-27T20:52:00Z,2020-05-27T21:02:00Z,97,575S,0,1,23,female,undergraduate_degree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
R_BSsMj7rx2Tnixot,2020-06-03T22:51:00Z,2020-05-27T22:20:00Z,2020-05-27T22:41:00Z,97,1233S,0,1,32,male,other,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
R_2SeikFcu2AS9w7X,2020-06-04T02:09:00Z,2020-05-28T01:56:00Z,2020-05-28T02:08:00Z,97,732S,0,1,30,female,school,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
R_2e9aZobX5Mrf2mF,2020-06-04T03:09:00Z,2020-05-28T02:58:00Z,2020-05-28T03:09:00Z,97,646S,0,1,32,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_SOViMCN9d7ybO8h,2020-06-04T03:15:00Z,2020-05-28T03:03:00Z,2020-05-28T03:15:00Z,90,755S,0,1,23,female,postgraduate_degree,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_3M4IeaDW99mC9dK,2020-06-04T04:42:00Z,2020-06-04T03:21:00Z,2020-06-04T04:42:00Z,100,4875S,1,1,30,female,postgraduate_degree,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
R_3hEAA1sGTLuhlZP,2020-06-04T05:06:00Z,2020-05-28T04:56:00Z,2020-05-28T05:05:00Z,97,530S,0,1,26,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_1Ka3YhFFxRPhu6A,2020-06-04T09:38:00Z,2020-05-28T09:23:00Z,2020-05-28T09:38:00Z,97,917S,0,1,43,male,college,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
R_1jptKS7BPpIT1cD,2020-06-04T11:22:00Z,2020-05-28T11:13:00Z,2020-05-28T11:21:00Z,97,506S,0,1,32,male,college,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
R_2trlnajiLWtBHVS,2020-06-04T11:45:00Z,2020-05-28T11:34:00Z,2020-05-28T11:45:00Z,97,627S,0,1,48,male,undergraduate_degree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
R_3JecnAA27cFGR9J,2020-06-04T11:51:00Z,2020-05-28T11:38:00Z,2020-05-28T11:51:00Z,97,748S,0,1,36,male,undergraduate_degree,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
R_2yrXHzzzgNeI0Ry,2020-06-04T12:39:00Z,2020-05-28T12:32:00Z,2020-05-28T12:39:00Z,97,398S,0,1,37,female,undergraduate_degree,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R_2R97eLv3ogd7F2s,2020-06-05T07:37:00Z,2020-05-29T06:30:00Z,2020-05-29T07:37:00Z,97,4035S,0,1,26,male,postgraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_31LSyq6W3sTmpY5,2020-06-05T09:53:00Z,2020-05-29T09:38:00Z,2020-05-29T09:53:00Z,97,893S,0,1,43,female,postgraduate_degree,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
R_2SH3IlYMix1JYmN,2020-06-05T10:27:00Z,2020-05-29T10:19:00Z,2020-05-29T10:27:00Z,97,511S,0,1,35,female,undergraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
R_1jkddLsj0iUCBlG,2020-06-05T11:19:00Z,2020-05-29T11:08:00Z,2020-05-29T11:18:00Z,97,583S,0,1,29,female,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_UtoTopbBz0tqPqp,2020-06-05T11:54:00Z,2020-05-29T11:37:00Z,2020-05-29T11:54:00Z,97,1055S,0,1,27,female,other,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
R_ZmHvxJewc1RDEfT,2020-06-08T06:15:00Z,2020-06-07T07:02:00Z,2020-06-07T07:13:00Z,97,648S,0,1,25,male,college,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
