response_id,game,lockdown_period,hours,regularly_play,single_multi
R_2zBXAI5qUYmV4DB,6,during,18,yes,alone
R_2zBXAI5qUYmV4DB,7,during,0,yes,NA
R_2zBXAI5qUYmV4DB,8,during,0,yes,NA
R_2zBXAI5qUYmV4DB,9,during,0,yes,NA
R_1Ow1FDuzbwtWStS,1,before,0,yes,NA
R_1Ow1FDuzbwtWStS,2,before,0,yes,NA
R_1Ow1FDuzbwtWStS,3,before,0,yes,multiplayer
R_1Ow1FDuzbwtWStS,4,before,0,yes,NA
R_1Ow1FDuzbwtWStS,5,before,0,yes,NA
R_1Ow1FDuzbwtWStS,6,before,0,yes,multiplayer
R_1Ow1FDuzbwtWStS,7,before,0,yes,multiplayer
R_1Ow1FDuzbwtWStS,8,before,0,yes,NA
R_1Ow1FDuzbwtWStS,9,before,0,yes,NA
R_1Ow1FDuzbwtWStS,1,during,0,yes,NA
R_1Ow1FDuzbwtWStS,2,during,0,yes,NA
R_1Ow1FDuzbwtWStS,3,during,0,yes,NA
R_1Ow1FDuzbwtWStS,4,during,0,yes,NA
R_1Ow1FDuzbwtWStS,5,during,0,yes,NA
R_1Ow1FDuzbwtWStS,6,during,0,yes,multiplayer
R_1Ow1FDuzbwtWStS,7,during,0,yes,NA
R_1Ow1FDuzbwtWStS,8,during,0,yes,multiplayer
R_1Ow1FDuzbwtWStS,9,during,0,yes,NA
R_33ElcIgec3OQYlt,1,before,0,yes,NA
R_33ElcIgec3OQYlt,2,before,0,yes,NA
R_33ElcIgec3OQYlt,3,before,30,yes,alone
R_33ElcIgec3OQYlt,4,before,0,yes,NA
R_33ElcIgec3OQYlt,5,before,0,yes,NA
R_33ElcIgec3OQYlt,6,before,0,yes,NA
R_33ElcIgec3OQYlt,7,before,0,yes,NA
R_33ElcIgec3OQYlt,8,before,0,yes,NA
R_33ElcIgec3OQYlt,9,before,0,yes,NA
R_33ElcIgec3OQYlt,1,during,NA,yes,NA
R_33ElcIgec3OQYlt,2,during,NA,yes,NA
R_33ElcIgec3OQYlt,3,during,NA,yes,multiplayer
R_33ElcIgec3OQYlt,4,during,NA,yes,NA
R_33ElcIgec3OQYlt,5,during,NA,yes,alone
R_33ElcIgec3OQYlt,6,during,NA,yes,NA
R_33ElcIgec3OQYlt,7,during,NA,yes,NA
R_33ElcIgec3OQYlt,8,during,NA,yes,NA
R_33ElcIgec3OQYlt,9,during,NA,yes,NA
R_SBupPeUb0kJ7NJL,1,before,0,yes,NA
R_SBupPeUb0kJ7NJL,2,before,0,yes,NA
R_SBupPeUb0kJ7NJL,3,before,16,yes,multiplayer
R_SBupPeUb0kJ7NJL,4,before,0,yes,NA
R_SBupPeUb0kJ7NJL,5,before,0,yes,NA
R_SBupPeUb0kJ7NJL,6,before,4,yes,alone
R_SBupPeUb0kJ7NJL,7,before,0,yes,NA
R_SBupPeUb0kJ7NJL,8,before,0,yes,NA
R_SBupPeUb0kJ7NJL,9,before,0,yes,NA
R_SBupPeUb0kJ7NJL,1,during,0,yes,NA
R_SBupPeUb0kJ7NJL,2,during,0,yes,NA
R_SBupPeUb0kJ7NJL,3,during,14.399999999999999,yes,multiplayer
R_SBupPeUb0kJ7NJL,4,during,0,yes,NA
R_SBupPeUb0kJ7NJL,5,during,0,yes,NA
R_SBupPeUb0kJ7NJL,6,during,7.199999999999999,yes,alone
R_SBupPeUb0kJ7NJL,7,during,14.399999999999999,yes,multiplayer
R_SBupPeUb0kJ7NJL,8,during,0,yes,NA
R_SBupPeUb0kJ7NJL,9,during,0,yes,NA
R_z7JR0f6BK2Ps1i1,1,before,0,yes,NA
R_z7JR0f6BK2Ps1i1,2,before,0,yes,NA
R_z7JR0f6BK2Ps1i1,3,before,0,yes,NA
R_z7JR0f6BK2Ps1i1,4,before,0,yes,NA
R_z7JR0f6BK2Ps1i1,5,before,0,yes,NA
R_z7JR0f6BK2Ps1i1,6,before,20,yes,alone
R_z7JR0f6BK2Ps1i1,7,before,0,yes,NA
R_z7JR0f6BK2Ps1i1,8,before,5,yes,alone
R_z7JR0f6BK2Ps1i1,9,before,0,yes,NA
R_z7JR0f6BK2Ps1i1,1,during,0,yes,NA
R_z7JR0f6BK2Ps1i1,2,during,0,yes,NA
R_z7JR0f6BK2Ps1i1,3,during,0,yes,NA
R_z7JR0f6BK2Ps1i1,4,during,0,yes,NA
R_z7JR0f6BK2Ps1i1,5,during,0,yes,NA
R_z7JR0f6BK2Ps1i1,6,during,25,yes,multiplayer
R_z7JR0f6BK2Ps1i1,7,during,0,yes,NA
R_z7JR0f6BK2Ps1i1,8,during,7,yes,alone
R_z7JR0f6BK2Ps1i1,9,during,5,yes,alone
R_0Ii8fPkhD9I10Yh,1,before,0,yes,NA
R_0Ii8fPkhD9I10Yh,2,before,0,yes,NA
R_0Ii8fPkhD9I10Yh,3,before,0,yes,multiplayer
R_0Ii8fPkhD9I10Yh,4,before,0,yes,multiplayer
R_0Ii8fPkhD9I10Yh,5,before,0,yes,NA
R_0Ii8fPkhD9I10Yh,6,before,0,yes,NA
R_0Ii8fPkhD9I10Yh,7,before,0,yes,NA
R_0Ii8fPkhD9I10Yh,8,before,0,yes,NA
R_0Ii8fPkhD9I10Yh,9,before,0,yes,NA
R_0Ii8fPkhD9I10Yh,1,during,0,yes,NA
R_0Ii8fPkhD9I10Yh,2,during,0,yes,NA
R_0Ii8fPkhD9I10Yh,3,during,0,yes,alone
R_0Ii8fPkhD9I10Yh,4,during,0,yes,multiplayer
R_0Ii8fPkhD9I10Yh,5,during,0,yes,NA
R_0Ii8fPkhD9I10Yh,6,during,0,yes,NA
R_0Ii8fPkhD9I10Yh,7,during,0,yes,NA
R_0Ii8fPkhD9I10Yh,8,during,0,yes,NA
R_0Ii8fPkhD9I10Yh,9,during,0,yes,NA
R_UoPiHE2v8sEVOJb,1,before,0,yes,NA
R_UoPiHE2v8sEVOJb,2,before,1.7500000000000002,yes,alone
R_UoPiHE2v8sEVOJb,3,before,1.7500000000000002,yes,alone
R_UoPiHE2v8sEVOJb,4,before,0,yes,NA
R_UoPiHE2v8sEVOJb,5,before,0,yes,NA
R_UoPiHE2v8sEVOJb,6,before,3.5000000000000004,yes,alone
R_UoPiHE2v8sEVOJb,7,before,0,yes,NA
R_UoPiHE2v8sEVOJb,8,before,0,yes,NA
R_UoPiHE2v8sEVOJb,9,before,0,yes,NA
R_UoPiHE2v8sEVOJb,1,during,0,yes,NA
R_UoPiHE2v8sEVOJb,2,during,7.800000000000001,yes,alone
R_UoPiHE2v8sEVOJb,3,during,3.9000000000000004,yes,alone
R_UoPiHE2v8sEVOJb,4,during,0,yes,NA
R_UoPiHE2v8sEVOJb,5,during,0,yes,NA
R_UoPiHE2v8sEVOJb,6,during,5.2,yes,alone
R_UoPiHE2v8sEVOJb,7,during,0,yes,NA
R_UoPiHE2v8sEVOJb,8,during,9.1,yes,alone
R_UoPiHE2v8sEVOJb,9,during,0,yes,NA
R_A5JYMcChIUBrgWJ,1,before,0,yes,alone
R_A5JYMcChIUBrgWJ,2,before,0,yes,alone
R_A5JYMcChIUBrgWJ,3,before,0,yes,NA
R_A5JYMcChIUBrgWJ,4,before,0,yes,multiplayer
R_A5JYMcChIUBrgWJ,5,before,0,yes,NA
R_A5JYMcChIUBrgWJ,6,before,0,yes,NA
R_A5JYMcChIUBrgWJ,7,before,0,yes,NA
R_A5JYMcChIUBrgWJ,8,before,0,yes,NA
R_A5JYMcChIUBrgWJ,9,before,0,yes,alone
R_A5JYMcChIUBrgWJ,1,during,0,yes,alone
R_A5JYMcChIUBrgWJ,2,during,0,yes,alone
R_A5JYMcChIUBrgWJ,3,during,0,yes,NA
R_A5JYMcChIUBrgWJ,4,during,0,yes,multiplayer
R_A5JYMcChIUBrgWJ,5,during,0,yes,multiplayer
R_A5JYMcChIUBrgWJ,6,during,0,yes,NA
R_A5JYMcChIUBrgWJ,7,during,0,yes,NA
R_A5JYMcChIUBrgWJ,8,during,0,yes,NA
R_A5JYMcChIUBrgWJ,9,during,0,yes,alone
R_2QlDr5bgON19Dbf,1,before,NA,no,NA
R_2QlDr5bgON19Dbf,2,before,NA,no,NA
R_2QlDr5bgON19Dbf,3,before,NA,no,NA
R_2QlDr5bgON19Dbf,4,before,NA,no,NA
R_2QlDr5bgON19Dbf,5,before,NA,no,NA
R_2QlDr5bgON19Dbf,6,before,NA,no,NA
R_2QlDr5bgON19Dbf,7,before,NA,no,NA
R_2QlDr5bgON19Dbf,8,before,NA,no,NA
R_2QlDr5bgON19Dbf,9,before,NA,no,NA
R_2QlDr5bgON19Dbf,1,during,0,yes,NA
R_2QlDr5bgON19Dbf,2,during,0,yes,alone
R_2QlDr5bgON19Dbf,3,during,0,yes,NA
R_2QlDr5bgON19Dbf,4,during,0,yes,alone
R_2QlDr5bgON19Dbf,5,during,0,yes,NA
R_2QlDr5bgON19Dbf,6,during,0,yes,NA
R_2QlDr5bgON19Dbf,7,during,0,yes,NA
R_2QlDr5bgON19Dbf,8,during,0,yes,NA
R_2QlDr5bgON19Dbf,9,during,0,yes,alone
R_1ls2eVKvEiK6S4N,1,before,0,yes,NA
R_1ls2eVKvEiK6S4N,2,before,0,yes,NA
R_1ls2eVKvEiK6S4N,3,before,2.5,yes,alone
R_1ls2eVKvEiK6S4N,4,before,2.5,yes,multiplayer
R_1ls2eVKvEiK6S4N,5,before,0,yes,NA
R_1ls2eVKvEiK6S4N,6,before,12.5,yes,alone
R_1ls2eVKvEiK6S4N,7,before,0,yes,NA
R_1ls2eVKvEiK6S4N,8,before,7.5,yes,multiplayer
R_1ls2eVKvEiK6S4N,9,before,0,yes,NA
R_1ls2eVKvEiK6S4N,1,during,0,yes,NA
R_1ls2eVKvEiK6S4N,2,during,0,yes,NA
R_1ls2eVKvEiK6S4N,3,during,0,yes,NA
R_1ls2eVKvEiK6S4N,4,during,0,yes,NA
R_1ls2eVKvEiK6S4N,5,during,0,yes,NA
R_1ls2eVKvEiK6S4N,6,during,36,yes,alone
R_1ls2eVKvEiK6S4N,7,during,0,yes,NA
R_1ls2eVKvEiK6S4N,8,during,9,yes,multiplayer
R_1ls2eVKvEiK6S4N,9,during,0,yes,NA
R_3efCQahFkiEWLUo,1,before,0,yes,NA
R_3efCQahFkiEWLUo,2,before,0,yes,NA
R_3efCQahFkiEWLUo,3,before,4,yes,multiplayer
R_3efCQahFkiEWLUo,4,before,0,yes,NA
R_3efCQahFkiEWLUo,5,before,0,yes,NA
R_3efCQahFkiEWLUo,6,before,6,yes,multiplayer
R_3efCQahFkiEWLUo,7,before,0,yes,NA
R_3efCQahFkiEWLUo,8,before,0,yes,NA
R_3efCQahFkiEWLUo,9,before,0,yes,NA
R_3efCQahFkiEWLUo,1,during,0,yes,NA
R_3efCQahFkiEWLUo,2,during,0,yes,NA
R_3efCQahFkiEWLUo,3,during,3.3,yes,multiplayer
R_3efCQahFkiEWLUo,4,during,0,yes,NA
R_3efCQahFkiEWLUo,5,during,0,yes,NA
R_3efCQahFkiEWLUo,6,during,18.7,yes,multiplayer
R_3efCQahFkiEWLUo,7,during,0,yes,NA
R_3efCQahFkiEWLUo,8,during,0,yes,NA
R_3efCQahFkiEWLUo,9,during,0,yes,NA
R_3EtZJ865VyxA1dS,1,before,0,yes,NA
R_3EtZJ865VyxA1dS,2,before,0,yes,alone
R_3EtZJ865VyxA1dS,3,before,0,yes,multiplayer
R_3EtZJ865VyxA1dS,4,before,0,yes,NA
R_3EtZJ865VyxA1dS,5,before,0,yes,NA
R_3EtZJ865VyxA1dS,6,before,0,yes,alone
R_3EtZJ865VyxA1dS,7,before,0,yes,alone
R_3EtZJ865VyxA1dS,8,before,0,yes,NA
R_3EtZJ865VyxA1dS,9,before,0,yes,alone
R_3EtZJ865VyxA1dS,1,during,0,yes,NA
R_3EtZJ865VyxA1dS,2,during,0,yes,alone
R_3EtZJ865VyxA1dS,3,during,0,yes,alone
R_3EtZJ865VyxA1dS,4,during,0,yes,NA
R_3EtZJ865VyxA1dS,5,during,0,yes,multiplayer
R_3EtZJ865VyxA1dS,6,during,0,yes,alone
R_3EtZJ865VyxA1dS,7,during,0,yes,NA
R_3EtZJ865VyxA1dS,8,during,0,yes,NA
R_3EtZJ865VyxA1dS,9,during,0,yes,NA
R_1CkeSqHcTu6ioRR,1,before,0,yes,NA
R_1CkeSqHcTu6ioRR,2,before,0,yes,NA
R_1CkeSqHcTu6ioRR,3,before,4,yes,alone
R_1CkeSqHcTu6ioRR,4,before,0,yes,NA
R_1CkeSqHcTu6ioRR,5,before,0,yes,NA
R_1CkeSqHcTu6ioRR,6,before,4,yes,alone
R_1CkeSqHcTu6ioRR,7,before,0,yes,NA
R_1CkeSqHcTu6ioRR,8,before,0,yes,NA
R_1CkeSqHcTu6ioRR,9,before,0,yes,NA
R_1CkeSqHcTu6ioRR,1,during,0,yes,NA
R_1CkeSqHcTu6ioRR,2,during,0,yes,NA
R_1CkeSqHcTu6ioRR,3,during,2,yes,alone
R_1CkeSqHcTu6ioRR,4,during,0,yes,NA
R_1CkeSqHcTu6ioRR,5,during,0,yes,NA
R_1CkeSqHcTu6ioRR,6,during,2,yes,alone
R_1CkeSqHcTu6ioRR,7,during,0,yes,NA
R_1CkeSqHcTu6ioRR,8,during,0,yes,NA
R_1CkeSqHcTu6ioRR,9,during,0,yes,NA
R_12LI8ats6sqsq4j,1,before,0,yes,NA
R_12LI8ats6sqsq4j,2,before,0,yes,NA
R_12LI8ats6sqsq4j,3,before,0,yes,NA
R_12LI8ats6sqsq4j,4,before,10,yes,multiplayer
R_12LI8ats6sqsq4j,5,before,0,yes,NA
R_12LI8ats6sqsq4j,6,before,7.5,yes,alone
R_12LI8ats6sqsq4j,7,before,0,yes,NA
R_12LI8ats6sqsq4j,8,before,7.5,yes,alone
R_12LI8ats6sqsq4j,9,before,0,yes,NA
R_12LI8ats6sqsq4j,1,during,0,yes,NA
R_12LI8ats6sqsq4j,2,during,0,yes,NA
R_12LI8ats6sqsq4j,3,during,0,yes,NA
R_12LI8ats6sqsq4j,4,during,14,yes,multiplayer
R_12LI8ats6sqsq4j,5,during,0,yes,NA
R_12LI8ats6sqsq4j,6,during,10.5,yes,alone
R_12LI8ats6sqsq4j,7,during,0,yes,NA
R_12LI8ats6sqsq4j,8,during,10.5,yes,alone
R_12LI8ats6sqsq4j,9,during,0,yes,NA
R_21vy4qSSLUBhkI5,1,before,0,yes,NA
R_21vy4qSSLUBhkI5,2,before,1.4000000000000001,yes,alone
R_21vy4qSSLUBhkI5,3,before,0,yes,NA
R_21vy4qSSLUBhkI5,4,before,0,yes,NA
R_21vy4qSSLUBhkI5,5,before,1.4000000000000001,yes,multiplayer
R_21vy4qSSLUBhkI5,6,before,11.200000000000001,yes,alone
R_21vy4qSSLUBhkI5,7,before,0,yes,NA
R_21vy4qSSLUBhkI5,8,before,0,yes,NA
R_21vy4qSSLUBhkI5,9,before,0,yes,NA
R_21vy4qSSLUBhkI5,1,during,0,yes,NA
R_21vy4qSSLUBhkI5,2,during,0,yes,NA
R_21vy4qSSLUBhkI5,3,during,22.5,yes,multiplayer
R_21vy4qSSLUBhkI5,4,during,0,yes,NA
R_21vy4qSSLUBhkI5,5,during,0,yes,NA
R_21vy4qSSLUBhkI5,6,during,7.5,yes,alone
R_21vy4qSSLUBhkI5,7,during,0,yes,NA
R_21vy4qSSLUBhkI5,8,during,0,yes,NA
R_21vy4qSSLUBhkI5,9,during,0,yes,NA
R_2DZSUz54Rl39uyo,1,before,0,yes,NA
R_2DZSUz54Rl39uyo,2,before,0.6,yes,alone
R_2DZSUz54Rl39uyo,3,before,3,yes,alone
R_2DZSUz54Rl39uyo,4,before,0,yes,NA
R_2DZSUz54Rl39uyo,5,before,0,yes,NA
R_2DZSUz54Rl39uyo,6,before,7.199999999999999,yes,alone
R_2DZSUz54Rl39uyo,7,before,0,yes,NA
R_2DZSUz54Rl39uyo,8,before,0,yes,NA
R_2DZSUz54Rl39uyo,9,before,1.2,yes,alone
R_2DZSUz54Rl39uyo,1,during,0,yes,NA
R_2DZSUz54Rl39uyo,2,during,1.75,yes,alone
R_2DZSUz54Rl39uyo,3,during,0,yes,NA
R_2DZSUz54Rl39uyo,4,during,0,yes,NA
R_2DZSUz54Rl39uyo,5,during,0,yes,NA
R_2DZSUz54Rl39uyo,6,during,3,yes,alone
R_2DZSUz54Rl39uyo,7,during,0,yes,NA
R_2DZSUz54Rl39uyo,8,during,0,yes,NA
R_2DZSUz54Rl39uyo,9,during,0.25,yes,NA
R_3gYE1Oyb2ecCXAO,1,before,0,yes,NA
R_3gYE1Oyb2ecCXAO,2,before,0,yes,NA
R_3gYE1Oyb2ecCXAO,3,before,6,yes,alone
R_3gYE1Oyb2ecCXAO,4,before,2,yes,multiplayer
R_3gYE1Oyb2ecCXAO,5,before,0,yes,NA
R_3gYE1Oyb2ecCXAO,6,before,6,yes,alone
R_3gYE1Oyb2ecCXAO,7,before,1,yes,alone
R_3gYE1Oyb2ecCXAO,8,before,4,yes,alone
R_3gYE1Oyb2ecCXAO,9,before,1,yes,alone
R_3gYE1Oyb2ecCXAO,1,during,0,yes,NA
R_3gYE1Oyb2ecCXAO,2,during,0,yes,NA
R_3gYE1Oyb2ecCXAO,3,during,20,yes,multiplayer
R_3gYE1Oyb2ecCXAO,4,during,12,yes,multiplayer
R_3gYE1Oyb2ecCXAO,5,during,0,yes,NA
R_3gYE1Oyb2ecCXAO,6,during,0,yes,NA
R_3gYE1Oyb2ecCXAO,7,during,8,yes,multiplayer
R_3gYE1Oyb2ecCXAO,8,during,0,yes,NA
R_3gYE1Oyb2ecCXAO,9,during,0,yes,NA
R_R80uXkBmWsWOzfP,1,before,0,yes,NA
R_R80uXkBmWsWOzfP,2,before,0,yes,NA
R_R80uXkBmWsWOzfP,3,before,0,yes,NA
R_R80uXkBmWsWOzfP,4,before,33,yes,multiplayer
R_R80uXkBmWsWOzfP,5,before,0,yes,NA
R_R80uXkBmWsWOzfP,6,before,0,yes,NA
R_R80uXkBmWsWOzfP,7,before,0,yes,NA
R_R80uXkBmWsWOzfP,8,before,0,yes,NA
R_R80uXkBmWsWOzfP,9,before,0,yes,NA
R_R80uXkBmWsWOzfP,1,during,0,yes,NA
R_R80uXkBmWsWOzfP,2,during,0,yes,NA
R_R80uXkBmWsWOzfP,3,during,0,yes,NA
R_R80uXkBmWsWOzfP,4,during,46,yes,multiplayer
R_R80uXkBmWsWOzfP,5,during,0,yes,NA
R_R80uXkBmWsWOzfP,6,during,0,yes,NA
R_R80uXkBmWsWOzfP,7,during,0,yes,NA
R_R80uXkBmWsWOzfP,8,during,0,yes,NA
R_R80uXkBmWsWOzfP,9,during,0,yes,NA
R_RePvY6Xpy9N1z45,1,before,0,yes,NA
R_RePvY6Xpy9N1z45,2,before,0,yes,NA
R_RePvY6Xpy9N1z45,3,before,0,yes,multiplayer
R_RePvY6Xpy9N1z45,4,before,0,yes,multiplayer
R_RePvY6Xpy9N1z45,5,before,0,yes,NA
R_RePvY6Xpy9N1z45,6,before,0,yes,alone
R_RePvY6Xpy9N1z45,7,before,0,yes,NA
R_RePvY6Xpy9N1z45,8,before,0,yes,NA
R_RePvY6Xpy9N1z45,9,before,0,yes,alone
R_RePvY6Xpy9N1z45,1,during,0,yes,NA
R_RePvY6Xpy9N1z45,2,during,0,yes,NA
R_RePvY6Xpy9N1z45,3,during,0,yes,multiplayer
R_RePvY6Xpy9N1z45,4,during,0,yes,multiplayer
R_RePvY6Xpy9N1z45,5,during,0,yes,multiplayer
R_RePvY6Xpy9N1z45,6,during,0,yes,alone
R_RePvY6Xpy9N1z45,7,during,0,yes,alone
R_RePvY6Xpy9N1z45,8,during,0,yes,NA
R_RePvY6Xpy9N1z45,9,during,0,yes,NA
R_0pRhQEssmj1aIbT,1,before,0,yes,NA
R_0pRhQEssmj1aIbT,2,before,0,yes,NA
R_0pRhQEssmj1aIbT,3,before,11,yes,alone
R_0pRhQEssmj1aIbT,4,before,11,yes,multiplayer
R_0pRhQEssmj1aIbT,5,before,0,yes,NA
R_0pRhQEssmj1aIbT,6,before,0,yes,NA
R_0pRhQEssmj1aIbT,7,before,0,yes,NA
R_0pRhQEssmj1aIbT,8,before,0,yes,NA
R_0pRhQEssmj1aIbT,9,before,0,yes,NA
R_0pRhQEssmj1aIbT,1,during,0,yes,NA
R_0pRhQEssmj1aIbT,2,during,0,yes,NA
R_0pRhQEssmj1aIbT,3,during,6,yes,multiplayer
R_0pRhQEssmj1aIbT,4,during,15,yes,multiplayer
R_0pRhQEssmj1aIbT,5,during,3,yes,multiplayer
R_0pRhQEssmj1aIbT,6,during,6,yes,alone
R_0pRhQEssmj1aIbT,7,during,0,yes,NA
R_0pRhQEssmj1aIbT,8,during,0,yes,NA
R_0pRhQEssmj1aIbT,9,during,0,yes,NA
R_1mEDv9S4U18sxZe,1,before,0,yes,NA
R_1mEDv9S4U18sxZe,2,before,0.2,yes,alone
R_1mEDv9S4U18sxZe,3,before,0,yes,NA
R_1mEDv9S4U18sxZe,4,before,0,yes,NA
R_1mEDv9S4U18sxZe,5,before,0,yes,NA
R_1mEDv9S4U18sxZe,6,before,3.8000000000000003,yes,multiplayer
R_1mEDv9S4U18sxZe,7,before,NA,yes,NA
R_1mEDv9S4U18sxZe,8,before,0,yes,NA
R_1mEDv9S4U18sxZe,9,before,0,yes,NA
R_1mEDv9S4U18sxZe,1,during,0.35000000000000003,yes,multiplayer
R_1mEDv9S4U18sxZe,2,during,0.35000000000000003,yes,alone
R_1mEDv9S4U18sxZe,3,during,0,yes,NA
R_1mEDv9S4U18sxZe,4,during,0,yes,NA
R_1mEDv9S4U18sxZe,5,during,2.8000000000000003,yes,alone
R_1mEDv9S4U18sxZe,6,during,3.1500000000000004,yes,multiplayer
R_1mEDv9S4U18sxZe,7,during,0.35000000000000003,yes,alone
R_1mEDv9S4U18sxZe,8,during,0,yes,NA
R_1mEDv9S4U18sxZe,9,during,0,yes,NA
R_06y6RQMIag7OLT3,1,before,0,yes,NA
R_06y6RQMIag7OLT3,2,before,2,yes,alone
R_06y6RQMIag7OLT3,3,before,0,yes,NA
R_06y6RQMIag7OLT3,4,before,0,yes,NA
R_06y6RQMIag7OLT3,5,before,0,yes,NA
R_06y6RQMIag7OLT3,6,before,3,yes,alone
R_06y6RQMIag7OLT3,7,before,0,yes,NA
R_06y6RQMIag7OLT3,8,before,5,yes,alone
R_06y6RQMIag7OLT3,9,before,0,yes,NA
R_06y6RQMIag7OLT3,1,during,0,yes,NA
R_06y6RQMIag7OLT3,2,during,7,yes,alone
R_06y6RQMIag7OLT3,3,during,5.25,yes,alone
R_06y6RQMIag7OLT3,4,during,0,yes,NA
R_06y6RQMIag7OLT3,5,during,0,yes,NA
R_06y6RQMIag7OLT3,6,during,8.75,yes,alone
R_06y6RQMIag7OLT3,7,during,8.75,yes,alone
R_06y6RQMIag7OLT3,8,during,5.25,yes,alone
R_06y6RQMIag7OLT3,9,during,0,yes,NA
R_23Ulx9Mu6ClxGOJ,1,before,0,yes,NA
R_23Ulx9Mu6ClxGOJ,2,before,2,yes,alone
R_23Ulx9Mu6ClxGOJ,3,before,0,yes,NA
R_23Ulx9Mu6ClxGOJ,4,before,0,yes,NA
R_23Ulx9Mu6ClxGOJ,5,before,1,yes,multiplayer
R_23Ulx9Mu6ClxGOJ,6,before,0,yes,NA
R_23Ulx9Mu6ClxGOJ,7,before,1,yes,multiplayer
R_23Ulx9Mu6ClxGOJ,8,before,0,yes,NA
R_23Ulx9Mu6ClxGOJ,9,before,1,yes,multiplayer
R_23Ulx9Mu6ClxGOJ,1,during,4.5,yes,multiplayer
R_23Ulx9Mu6ClxGOJ,2,during,4.5,yes,alone
R_23Ulx9Mu6ClxGOJ,3,during,0,yes,NA
R_23Ulx9Mu6ClxGOJ,4,during,0,yes,NA
R_23Ulx9Mu6ClxGOJ,5,during,1.5,yes,multiplayer
R_23Ulx9Mu6ClxGOJ,6,during,0,yes,NA
R_23Ulx9Mu6ClxGOJ,7,during,3,yes,alone
R_23Ulx9Mu6ClxGOJ,8,during,0,yes,NA
R_23Ulx9Mu6ClxGOJ,9,during,1.5,yes,multiplayer
R_3nkCL8JrVmutsy2,1,before,0,yes,NA
R_3nkCL8JrVmutsy2,2,before,0,yes,alone
R_3nkCL8JrVmutsy2,3,before,0,yes,NA
R_3nkCL8JrVmutsy2,4,before,0,yes,multiplayer
R_3nkCL8JrVmutsy2,5,before,0,yes,NA
R_3nkCL8JrVmutsy2,6,before,0,yes,NA
R_3nkCL8JrVmutsy2,7,before,0,yes,NA
R_3nkCL8JrVmutsy2,8,before,0,yes,multiplayer
R_3nkCL8JrVmutsy2,9,before,0,yes,NA
R_3nkCL8JrVmutsy2,1,during,0,yes,NA
R_3nkCL8JrVmutsy2,2,during,0,yes,NA
R_3nkCL8JrVmutsy2,3,during,0,yes,NA
R_3nkCL8JrVmutsy2,4,during,0,yes,NA
R_3nkCL8JrVmutsy2,5,during,0,yes,NA
R_3nkCL8JrVmutsy2,6,during,0,yes,NA
R_3nkCL8JrVmutsy2,7,during,0,yes,NA
R_3nkCL8JrVmutsy2,8,during,0,yes,multiplayer
R_3nkCL8JrVmutsy2,9,during,0,yes,NA
R_10IYWwAbUvh1Uhh,1,before,0,yes,NA
R_10IYWwAbUvh1Uhh,2,before,0,yes,NA
R_10IYWwAbUvh1Uhh,3,before,0,yes,alone
R_10IYWwAbUvh1Uhh,4,before,0,yes,NA
R_10IYWwAbUvh1Uhh,5,before,0,yes,NA
R_10IYWwAbUvh1Uhh,6,before,0,yes,alone
R_10IYWwAbUvh1Uhh,7,before,0,yes,NA
R_10IYWwAbUvh1Uhh,8,before,0,yes,NA
R_10IYWwAbUvh1Uhh,9,before,0,yes,NA
R_10IYWwAbUvh1Uhh,1,during,0,yes,NA
R_10IYWwAbUvh1Uhh,2,during,0,yes,NA
R_10IYWwAbUvh1Uhh,3,during,0,yes,alone
R_10IYWwAbUvh1Uhh,4,during,0,yes,NA
R_10IYWwAbUvh1Uhh,5,during,0,yes,NA
R_10IYWwAbUvh1Uhh,6,during,0,yes,alone
R_10IYWwAbUvh1Uhh,7,during,0,yes,NA
R_10IYWwAbUvh1Uhh,8,during,0,yes,NA
R_10IYWwAbUvh1Uhh,9,during,0,yes,NA
R_1BXwMl8IvhYRkFs,1,before,0,yes,NA
R_1BXwMl8IvhYRkFs,2,before,3,yes,alone
R_1BXwMl8IvhYRkFs,3,before,0,yes,NA
R_1BXwMl8IvhYRkFs,4,before,27,yes,multiplayer
R_1BXwMl8IvhYRkFs,5,before,0,yes,NA
R_1BXwMl8IvhYRkFs,6,before,0,yes,NA
R_1BXwMl8IvhYRkFs,7,before,0,yes,NA
R_1BXwMl8IvhYRkFs,8,before,0,yes,NA
R_1BXwMl8IvhYRkFs,9,before,0,yes,NA
R_1BXwMl8IvhYRkFs,1,during,NA,yes,NA
R_1BXwMl8IvhYRkFs,2,during,NA,yes,alone
R_1BXwMl8IvhYRkFs,3,during,NA,yes,NA
R_1BXwMl8IvhYRkFs,4,during,NA,yes,alone
R_1BXwMl8IvhYRkFs,5,during,NA,yes,NA
R_1BXwMl8IvhYRkFs,6,during,NA,yes,NA
R_1BXwMl8IvhYRkFs,7,during,NA,yes,NA
R_1BXwMl8IvhYRkFs,8,during,NA,yes,NA
R_1BXwMl8IvhYRkFs,9,during,NA,yes,NA
R_Zgzav0hvyZ96c6d,1,before,0,yes,NA
R_Zgzav0hvyZ96c6d,2,before,2,yes,alone
R_Zgzav0hvyZ96c6d,3,before,0,yes,NA
R_Zgzav0hvyZ96c6d,4,before,28,yes,multiplayer
R_Zgzav0hvyZ96c6d,5,before,10,yes,multiplayer
R_Zgzav0hvyZ96c6d,6,before,0,yes,NA
