response_id,game,lockdown_period,hours,regularly_play
R_0PSG9nkpvJ2cBah,3,before,10,yes
R_0PSG9nkpvJ2cBah,4,before,15,yes
R_0PSG9nkpvJ2cBah,5,before,NA,yes
R_0PSG9nkpvJ2cBah,6,before,14,yes
R_0PSG9nkpvJ2cBah,7,before,10,yes
R_0PSG9nkpvJ2cBah,8,before,20,yes
R_0PSG9nkpvJ2cBah,9,before,NA,yes
R_0PSG9nkpvJ2cBah,1,during,NA,yes
R_0PSG9nkpvJ2cBah,2,during,2,yes
R_0PSG9nkpvJ2cBah,3,during,14,yes
R_0PSG9nkpvJ2cBah,4,during,18,yes
R_0PSG9nkpvJ2cBah,5,during,NA,yes
R_0PSG9nkpvJ2cBah,6,during,10,yes
R_0PSG9nkpvJ2cBah,7,during,NA,yes
R_0PSG9nkpvJ2cBah,8,during,15,yes
R_0PSG9nkpvJ2cBah,9,during,NA,yes
R_3EbVJrxApyyyxvF,1,before,NA,yes
R_3EbVJrxApyyyxvF,2,before,54,yes
R_3EbVJrxApyyyxvF,3,before,NA,yes
R_3EbVJrxApyyyxvF,4,before,NA,yes
R_3EbVJrxApyyyxvF,5,before,4,yes
R_3EbVJrxApyyyxvF,6,before,NA,yes
R_3EbVJrxApyyyxvF,7,before,NA,yes
R_3EbVJrxApyyyxvF,8,before,NA,yes
R_3EbVJrxApyyyxvF,9,before,NA,yes
R_3EbVJrxApyyyxvF,1,during,NA,yes
R_3EbVJrxApyyyxvF,2,during,25,yes
R_3EbVJrxApyyyxvF,3,during,1,yes
R_3EbVJrxApyyyxvF,4,during,NA,yes
R_3EbVJrxApyyyxvF,5,during,3,yes
R_3EbVJrxApyyyxvF,6,during,NA,yes
R_3EbVJrxApyyyxvF,7,during,NA,yes
R_3EbVJrxApyyyxvF,8,during,NA,yes
R_3EbVJrxApyyyxvF,9,during,NA,yes
R_3P6tAdx0tJOoBY2,1,before,NA,yes
R_3P6tAdx0tJOoBY2,2,before,NA,yes
R_3P6tAdx0tJOoBY2,3,before,4,yes
R_3P6tAdx0tJOoBY2,4,before,10,yes
R_3P6tAdx0tJOoBY2,5,before,NA,yes
R_3P6tAdx0tJOoBY2,6,before,20,yes
R_3P6tAdx0tJOoBY2,7,before,NA,yes
R_3P6tAdx0tJOoBY2,8,before,NA,yes
R_3P6tAdx0tJOoBY2,9,before,NA,yes
R_3P6tAdx0tJOoBY2,1,during,NA,yes
R_3P6tAdx0tJOoBY2,2,during,NA,yes
R_3P6tAdx0tJOoBY2,3,during,5,yes
R_3P6tAdx0tJOoBY2,4,during,20,yes
R_3P6tAdx0tJOoBY2,5,during,NA,yes
R_3P6tAdx0tJOoBY2,6,during,20,yes
R_3P6tAdx0tJOoBY2,7,during,NA,yes
R_3P6tAdx0tJOoBY2,8,during,NA,yes
R_3P6tAdx0tJOoBY2,9,during,NA,yes
R_1KcXIYg2VO1BoxX,1,before,NA,yes
R_1KcXIYg2VO1BoxX,2,before,8,yes
R_1KcXIYg2VO1BoxX,3,before,NA,yes
R_1KcXIYg2VO1BoxX,4,before,15,yes
R_1KcXIYg2VO1BoxX,5,before,2,yes
R_1KcXIYg2VO1BoxX,6,before,8,yes
R_1KcXIYg2VO1BoxX,7,before,NA,yes
R_1KcXIYg2VO1BoxX,8,before,9,yes
R_1KcXIYg2VO1BoxX,9,before,NA,yes
R_1KcXIYg2VO1BoxX,1,during,NA,yes
R_1KcXIYg2VO1BoxX,2,during,12,yes
R_1KcXIYg2VO1BoxX,3,during,10,yes
R_1KcXIYg2VO1BoxX,4,during,10,yes
R_1KcXIYg2VO1BoxX,5,during,NA,yes
R_1KcXIYg2VO1BoxX,6,during,20,yes
R_1KcXIYg2VO1BoxX,7,during,NA,yes
R_1KcXIYg2VO1BoxX,8,during,5,yes
R_1KcXIYg2VO1BoxX,9,during,NA,yes
R_1LOoKq6ur4rIe2k,1,before,NA,yes
R_1LOoKq6ur4rIe2k,2,before,NA,yes
R_1LOoKq6ur4rIe2k,3,before,NA,yes
R_1LOoKq6ur4rIe2k,4,before,NA,yes
R_1LOoKq6ur4rIe2k,5,before,NA,yes
R_1LOoKq6ur4rIe2k,6,before,45,yes
R_1LOoKq6ur4rIe2k,7,before,NA,yes
R_1LOoKq6ur4rIe2k,8,before,NA,yes
R_1LOoKq6ur4rIe2k,9,before,NA,yes
R_1LOoKq6ur4rIe2k,1,during,NA,yes
R_1LOoKq6ur4rIe2k,2,during,NA,yes
R_1LOoKq6ur4rIe2k,3,during,NA,yes
R_1LOoKq6ur4rIe2k,4,during,NA,yes
R_1LOoKq6ur4rIe2k,5,during,NA,yes
R_1LOoKq6ur4rIe2k,6,during,NA,yes
R_1LOoKq6ur4rIe2k,7,during,NA,yes
R_1LOoKq6ur4rIe2k,8,during,NA,yes
R_1LOoKq6ur4rIe2k,9,during,NA,yes
R_Q4TbigA0CMUCMAF,1,before,NA,yes
R_Q4TbigA0CMUCMAF,2,before,10,yes
R_Q4TbigA0CMUCMAF,3,before,15,yes
R_Q4TbigA0CMUCMAF,4,before,NA,yes
R_Q4TbigA0CMUCMAF,5,before,1,yes
R_Q4TbigA0CMUCMAF,6,before,5,yes
R_Q4TbigA0CMUCMAF,7,before,NA,yes
R_Q4TbigA0CMUCMAF,8,before,NA,yes
R_Q4TbigA0CMUCMAF,9,before,NA,yes
R_Q4TbigA0CMUCMAF,1,during,2,yes
R_Q4TbigA0CMUCMAF,2,during,25,yes
R_Q4TbigA0CMUCMAF,3,during,30,yes
R_Q4TbigA0CMUCMAF,4,during,2,yes
R_Q4TbigA0CMUCMAF,5,during,NA,yes
R_Q4TbigA0CMUCMAF,6,during,10,yes
R_Q4TbigA0CMUCMAF,7,during,NA,yes
R_Q4TbigA0CMUCMAF,8,during,NA,yes
R_Q4TbigA0CMUCMAF,9,during,NA,yes
R_2tmo57HEtiFMvam,1,before,NA,yes
R_2tmo57HEtiFMvam,2,before,9,yes
R_2tmo57HEtiFMvam,3,before,NA,yes
R_2tmo57HEtiFMvam,4,before,NA,yes
R_2tmo57HEtiFMvam,5,before,NA,yes
R_2tmo57HEtiFMvam,6,before,NA,yes
R_2tmo57HEtiFMvam,7,before,NA,yes
R_2tmo57HEtiFMvam,8,before,15,yes
R_2tmo57HEtiFMvam,9,before,NA,yes
R_2tmo57HEtiFMvam,1,during,NA,yes
R_2tmo57HEtiFMvam,2,during,NA,yes
R_2tmo57HEtiFMvam,3,during,NA,yes
R_2tmo57HEtiFMvam,4,during,NA,yes
R_2tmo57HEtiFMvam,5,during,NA,yes
R_2tmo57HEtiFMvam,6,during,NA,yes
R_2tmo57HEtiFMvam,7,during,NA,yes
R_2tmo57HEtiFMvam,8,during,12,yes
R_2tmo57HEtiFMvam,9,during,NA,yes
R_efceETmT2E2TBXH,1,before,NA,yes
R_efceETmT2E2TBXH,2,before,NA,yes
R_efceETmT2E2TBXH,3,before,6,yes
R_efceETmT2E2TBXH,4,before,13,yes
R_efceETmT2E2TBXH,5,before,NA,yes
R_efceETmT2E2TBXH,6,before,NA,yes
R_efceETmT2E2TBXH,7,before,NA,yes
R_efceETmT2E2TBXH,8,before,NA,yes
R_efceETmT2E2TBXH,9,before,NA,yes
R_efceETmT2E2TBXH,1,during,NA,yes
R_efceETmT2E2TBXH,2,during,NA,yes
R_efceETmT2E2TBXH,3,during,11,yes
R_efceETmT2E2TBXH,4,during,23,yes
R_efceETmT2E2TBXH,5,during,NA,yes
R_efceETmT2E2TBXH,6,during,NA,yes
R_efceETmT2E2TBXH,7,during,NA,yes
R_efceETmT2E2TBXH,8,during,NA,yes
R_efceETmT2E2TBXH,9,during,NA,yes
R_2f7DrkD8sE89X7v,1,before,NA,yes
R_2f7DrkD8sE89X7v,2,before,10,yes
R_2f7DrkD8sE89X7v,3,before,10,yes
R_2f7DrkD8sE89X7v,4,before,8,yes
R_2f7DrkD8sE89X7v,5,before,NA,yes
R_2f7DrkD8sE89X7v,6,before,NA,yes
R_2f7DrkD8sE89X7v,7,before,NA,yes
R_2f7DrkD8sE89X7v,8,before,15,yes
R_2f7DrkD8sE89X7v,9,before,NA,yes
R_2f7DrkD8sE89X7v,1,during,NA,yes
R_2f7DrkD8sE89X7v,2,during,5,yes
R_2f7DrkD8sE89X7v,3,during,10,yes
R_2f7DrkD8sE89X7v,4,during,3,yes
R_2f7DrkD8sE89X7v,5,during,NA,yes
R_2f7DrkD8sE89X7v,6,during,NA,yes
R_2f7DrkD8sE89X7v,7,during,NA,yes
R_2f7DrkD8sE89X7v,8,during,20,yes
R_2f7DrkD8sE89X7v,9,during,NA,yes
R_3isVf81cZgHhWye,1,before,9,yes
R_3isVf81cZgHhWye,2,before,NA,yes
R_3isVf81cZgHhWye,3,before,10,yes
R_3isVf81cZgHhWye,4,before,NA,yes
R_3isVf81cZgHhWye,5,before,NA,yes
R_3isVf81cZgHhWye,6,before,NA,yes
R_3isVf81cZgHhWye,7,before,NA,yes
R_3isVf81cZgHhWye,8,before,5,yes
R_3isVf81cZgHhWye,9,before,NA,yes
R_3isVf81cZgHhWye,1,during,4,yes
R_3isVf81cZgHhWye,2,during,NA,yes
R_3isVf81cZgHhWye,3,during,10,yes
R_3isVf81cZgHhWye,4,during,NA,yes
R_3isVf81cZgHhWye,5,during,NA,yes
R_3isVf81cZgHhWye,6,during,NA,yes
R_3isVf81cZgHhWye,7,during,NA,yes
R_3isVf81cZgHhWye,8,during,4,yes
R_3isVf81cZgHhWye,9,during,NA,yes
R_3fxYkqCxaavMK2C,1,before,NA,no
R_3fxYkqCxaavMK2C,2,before,NA,no
R_3fxYkqCxaavMK2C,3,before,NA,no
R_3fxYkqCxaavMK2C,4,before,NA,no
R_3fxYkqCxaavMK2C,5,before,NA,no
R_3fxYkqCxaavMK2C,6,before,NA,no
R_3fxYkqCxaavMK2C,7,before,NA,no
R_3fxYkqCxaavMK2C,8,before,NA,no
R_3fxYkqCxaavMK2C,9,before,NA,no
R_3fxYkqCxaavMK2C,1,during,NA,yes
R_3fxYkqCxaavMK2C,2,during,NA,yes
R_3fxYkqCxaavMK2C,3,during,NA,yes
R_3fxYkqCxaavMK2C,4,during,NA,yes
R_3fxYkqCxaavMK2C,5,during,2,yes
R_3fxYkqCxaavMK2C,6,during,NA,yes
R_3fxYkqCxaavMK2C,7,during,1,yes
R_3fxYkqCxaavMK2C,8,during,NA,yes
R_3fxYkqCxaavMK2C,9,during,NA,yes
R_2WMfTALD7U10gRI,1,before,NA,yes
R_2WMfTALD7U10gRI,2,before,NA,yes
R_2WMfTALD7U10gRI,3,before,NA,yes
R_2WMfTALD7U10gRI,4,before,9,yes
R_2WMfTALD7U10gRI,5,before,NA,yes
R_2WMfTALD7U10gRI,6,before,NA,yes
R_2WMfTALD7U10gRI,7,before,NA,yes
R_2WMfTALD7U10gRI,8,before,NA,yes
R_2WMfTALD7U10gRI,9,before,NA,yes
R_2WMfTALD7U10gRI,1,during,NA,no
R_2WMfTALD7U10gRI,2,during,NA,no
R_2WMfTALD7U10gRI,3,during,NA,no
R_2WMfTALD7U10gRI,4,during,NA,no
R_2WMfTALD7U10gRI,5,during,NA,no
R_2WMfTALD7U10gRI,6,during,NA,no
R_2WMfTALD7U10gRI,7,during,NA,no
R_2WMfTALD7U10gRI,8,during,NA,no
R_2WMfTALD7U10gRI,9,during,NA,no
R_1FFzNzuAi8fWUl4,1,before,NA,yes
R_1FFzNzuAi8fWUl4,2,before,11,yes
R_1FFzNzuAi8fWUl4,3,before,NA,yes
R_1FFzNzuAi8fWUl4,4,before,NA,yes
R_1FFzNzuAi8fWUl4,5,before,NA,yes
R_1FFzNzuAi8fWUl4,6,before,19,yes
R_1FFzNzuAi8fWUl4,7,before,NA,yes
R_1FFzNzuAi8fWUl4,8,before,NA,yes
R_1FFzNzuAi8fWUl4,9,before,NA,yes
R_1FFzNzuAi8fWUl4,1,during,NA,yes
R_1FFzNzuAi8fWUl4,2,during,13,yes
R_1FFzNzuAi8fWUl4,3,during,NA,yes
R_1FFzNzuAi8fWUl4,4,during,14,yes
R_1FFzNzuAi8fWUl4,5,during,NA,yes
R_1FFzNzuAi8fWUl4,6,during,15,yes
R_1FFzNzuAi8fWUl4,7,during,NA,yes
R_1FFzNzuAi8fWUl4,8,during,NA,yes
R_1FFzNzuAi8fWUl4,9,during,NA,yes
R_3iw1b49YIXMCguO,1,before,10,yes
R_3iw1b49YIXMCguO,2,before,4,yes
R_3iw1b49YIXMCguO,3,before,10,yes
R_3iw1b49YIXMCguO,4,before,NA,yes
R_3iw1b49YIXMCguO,5,before,NA,yes
R_3iw1b49YIXMCguO,6,before,17,yes
R_3iw1b49YIXMCguO,7,before,NA,yes
R_3iw1b49YIXMCguO,8,before,3,yes
R_3iw1b49YIXMCguO,9,before,NA,yes
R_3iw1b49YIXMCguO,1,during,3,yes
R_3iw1b49YIXMCguO,2,during,5,yes
R_3iw1b49YIXMCguO,3,during,NA,yes
R_3iw1b49YIXMCguO,4,during,17,yes
R_3iw1b49YIXMCguO,5,during,NA,yes
R_3iw1b49YIXMCguO,6,during,7,yes
R_3iw1b49YIXMCguO,7,during,NA,yes
R_3iw1b49YIXMCguO,8,during,NA,yes
R_3iw1b49YIXMCguO,9,during,NA,yes
R_1hVTVxhlItv93am,1,before,NA,yes
R_1hVTVxhlItv93am,2,before,11,yes
R_1hVTVxhlItv93am,3,before,3,yes
R_1hVTVxhlItv93am,4,before,NA,yes
R_1hVTVxhlItv93am,5,before,5,yes
R_1hVTVxhlItv93am,6,before,2,yes
R_1hVTVxhlItv93am,7,before,NA,yes
R_1hVTVxhlItv93am,8,before,NA,yes
R_1hVTVxhlItv93am,9,before,1,yes
R_1hVTVxhlItv93am,1,during,NA,yes
R_1hVTVxhlItv93am,2,during,3,yes
R_1hVTVxhlItv93am,3,during,1,yes
R_1hVTVxhlItv93am,4,during,NA,yes
R_1hVTVxhlItv93am,5,during,3,yes
R_1hVTVxhlItv93am,6,during,NA,yes
R_1hVTVxhlItv93am,7,during,NA,yes
R_1hVTVxhlItv93am,8,during,NA,yes
R_1hVTVxhlItv93am,9,during,7,yes
R_21EuXEwnMl0yxTK,1,before,NA,yes
R_21EuXEwnMl0yxTK,2,before,25,yes
R_21EuXEwnMl0yxTK,3,before,NA,yes
R_21EuXEwnMl0yxTK,4,before,10,yes
R_21EuXEwnMl0yxTK,5,before,NA,yes
R_21EuXEwnMl0yxTK,6,before,30,yes
R_21EuXEwnMl0yxTK,7,before,NA,yes
R_21EuXEwnMl0yxTK,8,before,NA,yes
R_21EuXEwnMl0yxTK,9,before,NA,yes
R_21EuXEwnMl0yxTK,1,during,NA,yes
R_21EuXEwnMl0yxTK,2,during,25,yes
R_21EuXEwnMl0yxTK,3,during,NA,yes
R_21EuXEwnMl0yxTK,4,during,9,yes
R_21EuXEwnMl0yxTK,5,during,NA,yes
R_21EuXEwnMl0yxTK,6,during,35,yes
R_21EuXEwnMl0yxTK,7,during,NA,yes
R_21EuXEwnMl0yxTK,8,during,NA,yes
R_21EuXEwnMl0yxTK,9,during,NA,yes
R_2dEoEx60XXDHIIc,1,before,NA,yes
R_2dEoEx60XXDHIIc,2,before,NA,yes
R_2dEoEx60XXDHIIc,3,before,35,yes
R_2dEoEx60XXDHIIc,4,before,15,yes
R_2dEoEx60XXDHIIc,5,before,NA,yes
R_2dEoEx60XXDHIIc,6,before,35,yes
R_2dEoEx60XXDHIIc,7,before,NA,yes
R_2dEoEx60XXDHIIc,8,before,NA,yes
R_2dEoEx60XXDHIIc,9,before,NA,yes
R_2dEoEx60XXDHIIc,1,during,NA,yes
R_2dEoEx60XXDHIIc,2,during,NA,yes
R_2dEoEx60XXDHIIc,3,during,35,yes
R_2dEoEx60XXDHIIc,4,during,NA,yes
R_2dEoEx60XXDHIIc,5,during,NA,yes
R_2dEoEx60XXDHIIc,6,during,35,yes
R_2dEoEx60XXDHIIc,7,during,NA,yes
R_2dEoEx60XXDHIIc,8,during,NA,yes
R_2dEoEx60XXDHIIc,9,during,NA,yes
R_3m96s3870QvAUkz,1,before,NA,yes
R_3m96s3870QvAUkz,2,before,NA,yes
R_3m96s3870QvAUkz,3,before,NA,yes
R_3m96s3870QvAUkz,4,before,NA,yes
R_3m96s3870QvAUkz,5,before,5,yes
R_3m96s3870QvAUkz,6,before,NA,yes
R_3m96s3870QvAUkz,7,before,30,yes
R_3m96s3870QvAUkz,8,before,10,yes
R_3m96s3870QvAUkz,9,before,NA,yes
R_3m96s3870QvAUkz,1,during,NA,no
R_3m96s3870QvAUkz,2,during,NA,no
R_3m96s3870QvAUkz,3,during,NA,no
R_3m96s3870QvAUkz,4,during,NA,no
R_3m96s3870QvAUkz,5,during,NA,no
R_3m96s3870QvAUkz,6,during,NA,no
R_3m96s3870QvAUkz,7,during,NA,no
R_3m96s3870QvAUkz,8,during,NA,no
R_3m96s3870QvAUkz,9,during,NA,no
R_1OZgGesjhXXAzby,1,before,NA,yes
R_1OZgGesjhXXAzby,2,before,5,yes
R_1OZgGesjhXXAzby,3,before,5,yes
R_1OZgGesjhXXAzby,4,before,NA,yes
R_1OZgGesjhXXAzby,5,before,NA,yes
R_1OZgGesjhXXAzby,6,before,5,yes
R_1OZgGesjhXXAzby,7,before,NA,yes
R_1OZgGesjhXXAzby,8,before,NA,yes
R_1OZgGesjhXXAzby,9,before,5,yes
R_1OZgGesjhXXAzby,1,during,NA,yes
R_1OZgGesjhXXAzby,2,during,6,yes
R_1OZgGesjhXXAzby,3,during,4,yes
R_1OZgGesjhXXAzby,4,during,NA,yes
R_1OZgGesjhXXAzby,5,during,NA,yes
R_1OZgGesjhXXAzby,6,during,8,yes
R_1OZgGesjhXXAzby,7,during,NA,yes
R_1OZgGesjhXXAzby,8,during,NA,yes
R_1OZgGesjhXXAzby,9,during,7,yes
R_1q261O0L8N3K286,1,before,NA,yes
R_1q261O0L8N3K286,2,before,5,yes
R_1q261O0L8N3K286,3,before,5,yes
R_1q261O0L8N3K286,4,before,NA,yes
R_1q261O0L8N3K286,5,before,NA,yes
R_1q261O0L8N3K286,6,before,5,yes
R_1q261O0L8N3K286,7,before,NA,yes
R_1q261O0L8N3K286,8,before,5,yes
R_1q261O0L8N3K286,9,before,NA,yes
R_1q261O0L8N3K286,1,during,5,yes
R_1q261O0L8N3K286,2,during,5,yes
R_1q261O0L8N3K286,3,during,4,yes
R_1q261O0L8N3K286,4,during,NA,yes
R_1q261O0L8N3K286,5,during,NA,yes
R_1q261O0L8N3K286,6,during,5,yes
R_1q261O0L8N3K286,7,during,NA,yes
R_1q261O0L8N3K286,8,during,5,yes
R_1q261O0L8N3K286,9,during,NA,yes
R_1GwdHSgm3odLvzg,1,before,NA,yes
R_1GwdHSgm3odLvzg,2,before,14,yes
R_1GwdHSgm3odLvzg,3,before,13,yes
R_1GwdHSgm3odLvzg,4,before,NA,yes
R_1GwdHSgm3odLvzg,5,before,NA,yes
R_1GwdHSgm3odLvzg,6,before,19,yes
R_1GwdHSgm3odLvzg,7,before,NA,yes
R_1GwdHSgm3odLvzg,8,before,NA,yes
R_1GwdHSgm3odLvzg,9,before,NA,yes
R_1GwdHSgm3odLvzg,1,during,NA,yes
R_1GwdHSgm3odLvzg,2,during,20,yes
R_1GwdHSgm3odLvzg,3,during,34,yes
R_1GwdHSgm3odLvzg,4,during,NA,yes
R_1GwdHSgm3odLvzg,5,during,NA,yes
R_1GwdHSgm3odLvzg,6,during,16,yes
R_1GwdHSgm3odLvzg,7,during,NA,yes
R_1GwdHSgm3odLvzg,8,during,NA,yes
R_1GwdHSgm3odLvzg,9,during,NA,yes
R_3PcqPxFcGNpruMf,1,before,NA,yes
R_3PcqPxFcGNpruMf,2,before,10,yes
R_3PcqPxFcGNpruMf,3,before,NA,yes
R_3PcqPxFcGNpruMf,4,before,NA,yes
R_3PcqPxFcGNpruMf,5,before,NA,yes
R_3PcqPxFcGNpruMf,6,before,NA,yes
R_3PcqPxFcGNpruMf,7,before,14,yes
R_3PcqPxFcGNpruMf,8,before,5,yes
R_3PcqPxFcGNpruMf,9,before,NA,yes
R_3PcqPxFcGNpruMf,1,during,NA,yes
R_3PcqPxFcGNpruMf,2,during,NA,yes
R_3PcqPxFcGNpruMf,3,during,NA,yes
R_3PcqPxFcGNpruMf,4,during,NA,yes
R_3PcqPxFcGNpruMf,5,during,NA,yes
R_3PcqPxFcGNpruMf,6,during,NA,yes
R_3PcqPxFcGNpruMf,7,during,18,yes
R_3PcqPxFcGNpruMf,8,during,3,yes
R_3PcqPxFcGNpruMf,9,during,NA,yes
R_3pmQxy0TjRvKfQq,1,before,NA,yes
R_3pmQxy0TjRvKfQq,2,before,6,yes
R_3pmQxy0TjRvKfQq,3,before,NA,yes
R_3pmQxy0TjRvKfQq,4,before,NA,yes
R_3pmQxy0TjRvKfQq,5,before,NA,yes
R_3pmQxy0TjRvKfQq,6,before,NA,yes
R_3pmQxy0TjRvKfQq,7,before,NA,yes
R_3pmQxy0TjRvKfQq,8,before,NA,yes
R_3pmQxy0TjRvKfQq,9,before,NA,yes
R_3pmQxy0TjRvKfQq,1,during,NA,no
R_3pmQxy0TjRvKfQq,2,during,NA,no
R_3pmQxy0TjRvKfQq,3,during,NA,no
R_3pmQxy0TjRvKfQq,4,during,NA,no
R_3pmQxy0TjRvKfQq,5,during,NA,no
R_3pmQxy0TjRvKfQq,6,during,NA,no
R_3pmQxy0TjRvKfQq,7,during,NA,no
R_3pmQxy0TjRvKfQq,8,during,NA,no
R_3pmQxy0TjRvKfQq,9,during,NA,no
R_3hh98EI7vZruSPW,1,before,NA,yes
R_3hh98EI7vZruSPW,2,before,4,yes
R_3hh98EI7vZruSPW,3,before,12,yes
R_3hh98EI7vZruSPW,4,before,NA,yes
R_3hh98EI7vZruSPW,5,before,NA,yes
R_3hh98EI7vZruSPW,6,before,NA,yes
R_3hh98EI7vZruSPW,7,before,NA,yes
R_3hh98EI7vZruSPW,8,before,NA,yes
R_3hh98EI7vZruSPW,9,before,2,yes
R_3hh98EI7vZruSPW,1,during,NA,no
R_3hh98EI7vZruSPW,2,during,NA,no
R_3hh98EI7vZruSPW,3,during,NA,no
R_3hh98EI7vZruSPW,4,during,NA,no
R_3hh98EI7vZruSPW,5,during,NA,no
R_3hh98EI7vZruSPW,6,during,NA,no
R_3hh98EI7vZruSPW,7,during,NA,no
R_3hh98EI7vZruSPW,8,during,NA,no
R_3hh98EI7vZruSPW,9,during,NA,no
R_2CPzQnu9xzkVMwO,1,before,NA,yes
R_2CPzQnu9xzkVMwO,2,before,15,yes
R_2CPzQnu9xzkVMwO,3,before,20,yes
R_2CPzQnu9xzkVMwO,4,before,35,yes
R_2CPzQnu9xzkVMwO,5,before,NA,yes
R_2CPzQnu9xzkVMwO,6,before,NA,yes
R_2CPzQnu9xzkVMwO,7,before,NA,yes
R_2CPzQnu9xzkVMwO,8,before,2,yes
R_2CPzQnu9xzkVMwO,9,before,NA,yes
R_2CPzQnu9xzkVMwO,1,during,NA,yes
R_2CPzQnu9xzkVMwO,2,during,10,yes
R_2CPzQnu9xzkVMwO,3,during,20,yes
R_2CPzQnu9xzkVMwO,4,during,25,yes
R_2CPzQnu9xzkVMwO,5,during,NA,yes
R_2CPzQnu9xzkVMwO,6,during,NA,yes
R_2CPzQnu9xzkVMwO,7,during,NA,yes
R_2CPzQnu9xzkVMwO,8,during,NA,yes
R_2CPzQnu9xzkVMwO,9,during,NA,yes
R_1Qza6Mn31sTJeYL,1,before,NA,yes
R_1Qza6Mn31sTJeYL,2,before,NA,yes
R_1Qza6Mn31sTJeYL,3,before,NA,yes
R_1Qza6Mn31sTJeYL,4,before,14,yes
R_1Qza6Mn31sTJeYL,5,before,NA,yes
R_1Qza6Mn31sTJeYL,6,before,NA,yes
R_1Qza6Mn31sTJeYL,7,before,NA,yes
R_1Qza6Mn31sTJeYL,8,before,NA,yes
R_1Qza6Mn31sTJeYL,9,before,NA,yes
R_1Qza6Mn31sTJeYL,1,during,NA,yes
R_1Qza6Mn31sTJeYL,2,during,NA,yes
R_1Qza6Mn31sTJeYL,3,during,NA,yes
R_1Qza6Mn31sTJeYL,4,during,NA,yes
R_1Qza6Mn31sTJeYL,5,during,NA,yes
R_1Qza6Mn31sTJeYL,6,during,10,yes
R_1Qza6Mn31sTJeYL,7,during,NA,yes
R_1Qza6Mn31sTJeYL,8,during,NA,yes
R_1Qza6Mn31sTJeYL,9,during,NA,yes
R_1ffI8lqVrhKTZ7E,1,before,NA,yes
R_1ffI8lqVrhKTZ7E,2,before,NA,yes
R_1ffI8lqVrhKTZ7E,3,before,18,yes
R_1ffI8lqVrhKTZ7E,4,before,NA,yes
R_1ffI8lqVrhKTZ7E,5,before,NA,yes
R_1ffI8lqVrhKTZ7E,6,before,NA,yes
R_1ffI8lqVrhKTZ7E,7,before,NA,yes
R_1ffI8lqVrhKTZ7E,8,before,4,yes
R_1ffI8lqVrhKTZ7E,9,before,NA,yes
R_1ffI8lqVrhKTZ7E,1,during,NA,yes
R_1ffI8lqVrhKTZ7E,2,during,NA,yes
R_1ffI8lqVrhKTZ7E,3,during,18,yes
R_1ffI8lqVrhKTZ7E,4,during,NA,yes
R_1ffI8lqVrhKTZ7E,5,during,NA,yes
R_1ffI8lqVrhKTZ7E,6,during,NA,yes
R_1ffI8lqVrhKTZ7E,7,during,NA,yes
R_1ffI8lqVrhKTZ7E,8,during,4,yes
R_1ffI8lqVrhKTZ7E,9,during,NA,yes
R_1jiU18Tkb0T0XV3,1,before,NA,yes
R_1jiU18Tkb0T0XV3,2,before,2,yes
R_1jiU18Tkb0T0XV3,3,before,NA,yes
R_1jiU18Tkb0T0XV3,4,before,15,yes
R_1jiU18Tkb0T0XV3,5,before,NA,yes
R_1jiU18Tkb0T0XV3,6,before,10,yes
R_1jiU18Tkb0T0XV3,7,before,NA,yes
R_1jiU18Tkb0T0XV3,8,before,NA,yes
R_1jiU18Tkb0T0XV3,9,before,NA,yes
R_1jiU18Tkb0T0XV3,1,during,NA,yes
R_1jiU18Tkb0T0XV3,2,during,NA,yes
R_1jiU18Tkb0T0XV3,3,during,10,yes
R_1jiU18Tkb0T0XV3,4,during,20,yes
R_1jiU18Tkb0T0XV3,5,during,NA,yes
R_1jiU18Tkb0T0XV3,6,during,NA,yes
R_1jiU18Tkb0T0XV3,7,during,NA,yes
R_1jiU18Tkb0T0XV3,8,during,NA,yes
R_1jiU18Tkb0T0XV3,9,during,NA,yes
R_3siyKpiPmQRcuE2,1,before,NA,yes
R_3siyKpiPmQRcuE2,2,before,NA,yes
R_3siyKpiPmQRcuE2,3,before,NA,yes
R_3siyKpiPmQRcuE2,4,before,NA,yes
R_3siyKpiPmQRcuE2,5,before,NA,yes
R_3siyKpiPmQRcuE2,6,before,NA,yes
R_3siyKpiPmQRcuE2,7,before,17,yes
R_3siyKpiPmQRcuE2,8,before,NA,yes
R_3siyKpiPmQRcuE2,9,before,NA,yes
R_3siyKpiPmQRcuE2,1,during,NA,yes
R_3siyKpiPmQRcuE2,2,during,NA,yes
R_3siyKpiPmQRcuE2,3,during,NA,yes
R_3siyKpiPmQRcuE2,4,during,NA,yes
R_3siyKpiPmQRcuE2,5,during,NA,yes
R_3siyKpiPmQRcuE2,6,during,NA,yes
R_3siyKpiPmQRcuE2,7,during,16,yes
R_3siyKpiPmQRcuE2,8,during,NA,yes
R_3siyKpiPmQRcuE2,9,during,NA,yes
R_1meXA4TrxC5Vg18,1,before,NA,no
R_1meXA4TrxC5Vg18,2,before,NA,no
R_1meXA4TrxC5Vg18,3,before,NA,no
R_1meXA4TrxC5Vg18,4,before,NA,no
R_1meXA4TrxC5Vg18,5,before,NA,no
R_1meXA4TrxC5Vg18,6,before,NA,no
R_1meXA4TrxC5Vg18,7,before,NA,no
R_1meXA4TrxC5Vg18,8,before,NA,no
