response_id,lockdown_period,subscale,item,score,loneliness_subscale
R_2Xiozx8q35QPmPN,before,loneliness_extended,9,1,emotional_loneliness
R_2Xiozx8q35QPmPN,before,loneliness_extended,10,1,emotional_loneliness
R_2Xiozx8q35QPmPN,before,loneliness_extended,11,1,social_loneliness
R_2Xiozx8q35QPmPN,after,loneliness_extended,1,0,social_loneliness
R_2Xiozx8q35QPmPN,after,loneliness_extended,2,1,emotional_loneliness
R_2Xiozx8q35QPmPN,after,loneliness_extended,3,1,emotional_loneliness
R_2Xiozx8q35QPmPN,after,loneliness_extended,4,1,social_loneliness
R_2Xiozx8q35QPmPN,after,loneliness_extended,5,1,emotional_loneliness
R_2Xiozx8q35QPmPN,after,loneliness_extended,6,1,emotional_loneliness
R_2Xiozx8q35QPmPN,after,loneliness_extended,7,1,social_loneliness
R_2Xiozx8q35QPmPN,after,loneliness_extended,8,1,social_loneliness
R_2Xiozx8q35QPmPN,after,loneliness_extended,9,1,emotional_loneliness
R_2Xiozx8q35QPmPN,after,loneliness_extended,10,1,emotional_loneliness
R_2Xiozx8q35QPmPN,after,loneliness_extended,11,1,social_loneliness
R_x5Wbvksc6tIcvE5,before,loneliness_extended,1,0,social_loneliness
R_x5Wbvksc6tIcvE5,before,loneliness_extended,2,0,emotional_loneliness
R_x5Wbvksc6tIcvE5,before,loneliness_extended,3,0,emotional_loneliness
R_x5Wbvksc6tIcvE5,before,loneliness_extended,4,0,social_loneliness
R_x5Wbvksc6tIcvE5,before,loneliness_extended,5,1,emotional_loneliness
R_x5Wbvksc6tIcvE5,before,loneliness_extended,6,0,emotional_loneliness
R_x5Wbvksc6tIcvE5,before,loneliness_extended,7,0,social_loneliness
R_x5Wbvksc6tIcvE5,before,loneliness_extended,8,0,social_loneliness
R_x5Wbvksc6tIcvE5,before,loneliness_extended,9,0,emotional_loneliness
R_x5Wbvksc6tIcvE5,before,loneliness_extended,10,0,emotional_loneliness
R_x5Wbvksc6tIcvE5,before,loneliness_extended,11,0,social_loneliness
R_x5Wbvksc6tIcvE5,after,loneliness_extended,1,0,social_loneliness
R_x5Wbvksc6tIcvE5,after,loneliness_extended,2,0,emotional_loneliness
R_x5Wbvksc6tIcvE5,after,loneliness_extended,3,0,emotional_loneliness
R_x5Wbvksc6tIcvE5,after,loneliness_extended,4,0,social_loneliness
R_x5Wbvksc6tIcvE5,after,loneliness_extended,5,1,emotional_loneliness
R_x5Wbvksc6tIcvE5,after,loneliness_extended,6,0,emotional_loneliness
R_x5Wbvksc6tIcvE5,after,loneliness_extended,7,0,social_loneliness
R_x5Wbvksc6tIcvE5,after,loneliness_extended,8,0,social_loneliness
R_x5Wbvksc6tIcvE5,after,loneliness_extended,9,0,emotional_loneliness
R_x5Wbvksc6tIcvE5,after,loneliness_extended,10,0,emotional_loneliness
R_x5Wbvksc6tIcvE5,after,loneliness_extended,11,0,social_loneliness
R_2U30JqzB8uJ3URG,before,loneliness_extended,1,0,social_loneliness
R_2U30JqzB8uJ3URG,before,loneliness_extended,2,1,emotional_loneliness
R_2U30JqzB8uJ3URG,before,loneliness_extended,3,0,emotional_loneliness
R_2U30JqzB8uJ3URG,before,loneliness_extended,4,1,social_loneliness
R_2U30JqzB8uJ3URG,before,loneliness_extended,5,1,emotional_loneliness
R_2U30JqzB8uJ3URG,before,loneliness_extended,6,1,emotional_loneliness
R_2U30JqzB8uJ3URG,before,loneliness_extended,7,1,social_loneliness
R_2U30JqzB8uJ3URG,before,loneliness_extended,8,1,social_loneliness
R_2U30JqzB8uJ3URG,before,loneliness_extended,9,1,emotional_loneliness
R_2U30JqzB8uJ3URG,before,loneliness_extended,10,0,emotional_loneliness
R_2U30JqzB8uJ3URG,before,loneliness_extended,11,1,social_loneliness
R_2U30JqzB8uJ3URG,after,loneliness_extended,1,1,social_loneliness
R_2U30JqzB8uJ3URG,after,loneliness_extended,2,1,emotional_loneliness
R_2U30JqzB8uJ3URG,after,loneliness_extended,3,0,emotional_loneliness
R_2U30JqzB8uJ3URG,after,loneliness_extended,4,1,social_loneliness
R_2U30JqzB8uJ3URG,after,loneliness_extended,5,1,emotional_loneliness
R_2U30JqzB8uJ3URG,after,loneliness_extended,6,1,emotional_loneliness
R_2U30JqzB8uJ3URG,after,loneliness_extended,7,1,social_loneliness
R_2U30JqzB8uJ3URG,after,loneliness_extended,8,1,social_loneliness
R_2U30JqzB8uJ3URG,after,loneliness_extended,9,1,emotional_loneliness
R_2U30JqzB8uJ3URG,after,loneliness_extended,10,0,emotional_loneliness
R_2U30JqzB8uJ3URG,after,loneliness_extended,11,1,social_loneliness
R_3CPHuI39ahB49V3,before,loneliness_extended,1,0,social_loneliness
R_3CPHuI39ahB49V3,before,loneliness_extended,2,0,emotional_loneliness
R_3CPHuI39ahB49V3,before,loneliness_extended,3,1,emotional_loneliness
R_3CPHuI39ahB49V3,before,loneliness_extended,4,0,social_loneliness
R_3CPHuI39ahB49V3,before,loneliness_extended,5,1,emotional_loneliness
R_3CPHuI39ahB49V3,before,loneliness_extended,6,0,emotional_loneliness
R_3CPHuI39ahB49V3,before,loneliness_extended,7,1,social_loneliness
R_3CPHuI39ahB49V3,before,loneliness_extended,8,0,social_loneliness
R_3CPHuI39ahB49V3,before,loneliness_extended,9,1,emotional_loneliness
R_3CPHuI39ahB49V3,before,loneliness_extended,10,0,emotional_loneliness
R_3CPHuI39ahB49V3,before,loneliness_extended,11,1,social_loneliness
R_3CPHuI39ahB49V3,after,loneliness_extended,1,0,social_loneliness
R_3CPHuI39ahB49V3,after,loneliness_extended,2,0,emotional_loneliness
R_3CPHuI39ahB49V3,after,loneliness_extended,3,0,emotional_loneliness
R_3CPHuI39ahB49V3,after,loneliness_extended,4,0,social_loneliness
R_3CPHuI39ahB49V3,after,loneliness_extended,5,1,emotional_loneliness
R_3CPHuI39ahB49V3,after,loneliness_extended,6,0,emotional_loneliness
R_3CPHuI39ahB49V3,after,loneliness_extended,7,1,social_loneliness
R_3CPHuI39ahB49V3,after,loneliness_extended,8,0,social_loneliness
R_3CPHuI39ahB49V3,after,loneliness_extended,9,1,emotional_loneliness
R_3CPHuI39ahB49V3,after,loneliness_extended,10,0,emotional_loneliness
R_3CPHuI39ahB49V3,after,loneliness_extended,11,1,social_loneliness
R_pJC3uBxyJBR1a1z,before,loneliness_extended,1,1,social_loneliness
R_pJC3uBxyJBR1a1z,before,loneliness_extended,2,1,emotional_loneliness
R_pJC3uBxyJBR1a1z,before,loneliness_extended,3,0,emotional_loneliness
R_pJC3uBxyJBR1a1z,before,loneliness_extended,4,1,social_loneliness
R_pJC3uBxyJBR1a1z,before,loneliness_extended,5,1,emotional_loneliness
R_pJC3uBxyJBR1a1z,before,loneliness_extended,6,1,emotional_loneliness
R_pJC3uBxyJBR1a1z,before,loneliness_extended,7,1,social_loneliness
R_pJC3uBxyJBR1a1z,before,loneliness_extended,8,1,social_loneliness
R_pJC3uBxyJBR1a1z,before,loneliness_extended,9,1,emotional_loneliness
R_pJC3uBxyJBR1a1z,before,loneliness_extended,10,1,emotional_loneliness
R_pJC3uBxyJBR1a1z,before,loneliness_extended,11,1,social_loneliness
R_pJC3uBxyJBR1a1z,after,loneliness_extended,1,1,social_loneliness
R_pJC3uBxyJBR1a1z,after,loneliness_extended,2,1,emotional_loneliness
R_pJC3uBxyJBR1a1z,after,loneliness_extended,3,0,emotional_loneliness
R_pJC3uBxyJBR1a1z,after,loneliness_extended,4,1,social_loneliness
R_pJC3uBxyJBR1a1z,after,loneliness_extended,5,1,emotional_loneliness
R_pJC3uBxyJBR1a1z,after,loneliness_extended,6,1,emotional_loneliness
R_pJC3uBxyJBR1a1z,after,loneliness_extended,7,1,social_loneliness
R_pJC3uBxyJBR1a1z,after,loneliness_extended,8,1,social_loneliness
R_pJC3uBxyJBR1a1z,after,loneliness_extended,9,1,emotional_loneliness
R_pJC3uBxyJBR1a1z,after,loneliness_extended,10,1,emotional_loneliness
R_pJC3uBxyJBR1a1z,after,loneliness_extended,11,1,social_loneliness
R_1QDQVGgr43kczoS,before,loneliness_extended,1,0,social_loneliness
R_1QDQVGgr43kczoS,before,loneliness_extended,2,1,emotional_loneliness
R_1QDQVGgr43kczoS,before,loneliness_extended,3,1,emotional_loneliness
R_1QDQVGgr43kczoS,before,loneliness_extended,4,0,social_loneliness
R_1QDQVGgr43kczoS,before,loneliness_extended,5,1,emotional_loneliness
R_1QDQVGgr43kczoS,before,loneliness_extended,6,0,emotional_loneliness
R_1QDQVGgr43kczoS,before,loneliness_extended,7,1,social_loneliness
R_1QDQVGgr43kczoS,before,loneliness_extended,8,1,social_loneliness
R_1QDQVGgr43kczoS,before,loneliness_extended,9,1,emotional_loneliness
R_1QDQVGgr43kczoS,before,loneliness_extended,10,0,emotional_loneliness
R_1QDQVGgr43kczoS,before,loneliness_extended,11,1,social_loneliness
R_1QDQVGgr43kczoS,after,loneliness_extended,1,0,social_loneliness
R_1QDQVGgr43kczoS,after,loneliness_extended,2,1,emotional_loneliness
R_1QDQVGgr43kczoS,after,loneliness_extended,3,1,emotional_loneliness
R_1QDQVGgr43kczoS,after,loneliness_extended,4,0,social_loneliness
R_1QDQVGgr43kczoS,after,loneliness_extended,5,1,emotional_loneliness
R_1QDQVGgr43kczoS,after,loneliness_extended,6,0,emotional_loneliness
R_1QDQVGgr43kczoS,after,loneliness_extended,7,1,social_loneliness
R_1QDQVGgr43kczoS,after,loneliness_extended,8,1,social_loneliness
R_1QDQVGgr43kczoS,after,loneliness_extended,9,1,emotional_loneliness
R_1QDQVGgr43kczoS,after,loneliness_extended,10,0,emotional_loneliness
R_1QDQVGgr43kczoS,after,loneliness_extended,11,1,social_loneliness
R_9zzr3A5XBoHiHol,before,loneliness_extended,1,1,social_loneliness
R_9zzr3A5XBoHiHol,before,loneliness_extended,2,1,emotional_loneliness
R_9zzr3A5XBoHiHol,before,loneliness_extended,3,1,emotional_loneliness
R_9zzr3A5XBoHiHol,before,loneliness_extended,4,1,social_loneliness
R_9zzr3A5XBoHiHol,before,loneliness_extended,5,1,emotional_loneliness
R_9zzr3A5XBoHiHol,before,loneliness_extended,6,1,emotional_loneliness
R_9zzr3A5XBoHiHol,before,loneliness_extended,7,1,social_loneliness
R_9zzr3A5XBoHiHol,before,loneliness_extended,8,1,social_loneliness
R_9zzr3A5XBoHiHol,before,loneliness_extended,9,1,emotional_loneliness
R_9zzr3A5XBoHiHol,before,loneliness_extended,10,1,emotional_loneliness
R_9zzr3A5XBoHiHol,before,loneliness_extended,11,1,social_loneliness
R_9zzr3A5XBoHiHol,after,loneliness_extended,1,1,social_loneliness
R_9zzr3A5XBoHiHol,after,loneliness_extended,2,1,emotional_loneliness
R_9zzr3A5XBoHiHol,after,loneliness_extended,3,1,emotional_loneliness
R_9zzr3A5XBoHiHol,after,loneliness_extended,4,1,social_loneliness
R_9zzr3A5XBoHiHol,after,loneliness_extended,5,1,emotional_loneliness
R_9zzr3A5XBoHiHol,after,loneliness_extended,6,1,emotional_loneliness
R_9zzr3A5XBoHiHol,after,loneliness_extended,7,1,social_loneliness
R_9zzr3A5XBoHiHol,after,loneliness_extended,8,1,social_loneliness
R_9zzr3A5XBoHiHol,after,loneliness_extended,9,1,emotional_loneliness
R_9zzr3A5XBoHiHol,after,loneliness_extended,10,1,emotional_loneliness
R_9zzr3A5XBoHiHol,after,loneliness_extended,11,1,social_loneliness
R_3gSjiAkUHvZ1gGz,before,loneliness_extended,1,1,social_loneliness
R_3gSjiAkUHvZ1gGz,before,loneliness_extended,2,0,emotional_loneliness
R_3gSjiAkUHvZ1gGz,before,loneliness_extended,3,0,emotional_loneliness
R_3gSjiAkUHvZ1gGz,before,loneliness_extended,4,1,social_loneliness
R_3gSjiAkUHvZ1gGz,before,loneliness_extended,5,1,emotional_loneliness
R_3gSjiAkUHvZ1gGz,before,loneliness_extended,6,0,emotional_loneliness
R_3gSjiAkUHvZ1gGz,before,loneliness_extended,7,0,social_loneliness
R_3gSjiAkUHvZ1gGz,before,loneliness_extended,8,0,social_loneliness
R_3gSjiAkUHvZ1gGz,before,loneliness_extended,9,1,emotional_loneliness
R_3gSjiAkUHvZ1gGz,before,loneliness_extended,10,1,emotional_loneliness
R_3gSjiAkUHvZ1gGz,before,loneliness_extended,11,1,social_loneliness
R_3gSjiAkUHvZ1gGz,after,loneliness_extended,1,0,social_loneliness
R_3gSjiAkUHvZ1gGz,after,loneliness_extended,2,1,emotional_loneliness
R_3gSjiAkUHvZ1gGz,after,loneliness_extended,3,0,emotional_loneliness
R_3gSjiAkUHvZ1gGz,after,loneliness_extended,4,0,social_loneliness
R_3gSjiAkUHvZ1gGz,after,loneliness_extended,5,1,emotional_loneliness
R_3gSjiAkUHvZ1gGz,after,loneliness_extended,6,0,emotional_loneliness
R_3gSjiAkUHvZ1gGz,after,loneliness_extended,7,1,social_loneliness
R_3gSjiAkUHvZ1gGz,after,loneliness_extended,8,1,social_loneliness
R_3gSjiAkUHvZ1gGz,after,loneliness_extended,9,1,emotional_loneliness
R_3gSjiAkUHvZ1gGz,after,loneliness_extended,10,0,emotional_loneliness
R_3gSjiAkUHvZ1gGz,after,loneliness_extended,11,1,social_loneliness
R_b3Iy7fxUDsppxAJ,before,loneliness_extended,1,1,social_loneliness
R_b3Iy7fxUDsppxAJ,before,loneliness_extended,2,1,emotional_loneliness
R_b3Iy7fxUDsppxAJ,before,loneliness_extended,3,1,emotional_loneliness
R_b3Iy7fxUDsppxAJ,before,loneliness_extended,4,1,social_loneliness
R_b3Iy7fxUDsppxAJ,before,loneliness_extended,5,1,emotional_loneliness
R_b3Iy7fxUDsppxAJ,before,loneliness_extended,6,1,emotional_loneliness
R_b3Iy7fxUDsppxAJ,before,loneliness_extended,7,1,social_loneliness
R_b3Iy7fxUDsppxAJ,before,loneliness_extended,8,1,social_loneliness
R_b3Iy7fxUDsppxAJ,before,loneliness_extended,9,1,emotional_loneliness
R_b3Iy7fxUDsppxAJ,before,loneliness_extended,10,1,emotional_loneliness
R_b3Iy7fxUDsppxAJ,before,loneliness_extended,11,1,social_loneliness
R_b3Iy7fxUDsppxAJ,after,loneliness_extended,1,1,social_loneliness
R_b3Iy7fxUDsppxAJ,after,loneliness_extended,2,1,emotional_loneliness
R_b3Iy7fxUDsppxAJ,after,loneliness_extended,3,1,emotional_loneliness
R_b3Iy7fxUDsppxAJ,after,loneliness_extended,4,1,social_loneliness
R_b3Iy7fxUDsppxAJ,after,loneliness_extended,5,1,emotional_loneliness
R_b3Iy7fxUDsppxAJ,after,loneliness_extended,6,1,emotional_loneliness
R_b3Iy7fxUDsppxAJ,after,loneliness_extended,7,1,social_loneliness
R_b3Iy7fxUDsppxAJ,after,loneliness_extended,8,1,social_loneliness
R_b3Iy7fxUDsppxAJ,after,loneliness_extended,9,1,emotional_loneliness
R_b3Iy7fxUDsppxAJ,after,loneliness_extended,10,0,emotional_loneliness
R_b3Iy7fxUDsppxAJ,after,loneliness_extended,11,1,social_loneliness
R_2qEHaRpK9wttPrJ,before,loneliness_extended,1,1,social_loneliness
R_2qEHaRpK9wttPrJ,before,loneliness_extended,2,0,emotional_loneliness
R_2qEHaRpK9wttPrJ,before,loneliness_extended,3,0,emotional_loneliness
R_2qEHaRpK9wttPrJ,before,loneliness_extended,4,1,social_loneliness
R_2qEHaRpK9wttPrJ,before,loneliness_extended,5,1,emotional_loneliness
R_2qEHaRpK9wttPrJ,before,loneliness_extended,6,0,emotional_loneliness
R_2qEHaRpK9wttPrJ,before,loneliness_extended,7,1,social_loneliness
R_2qEHaRpK9wttPrJ,before,loneliness_extended,8,1,social_loneliness
R_2qEHaRpK9wttPrJ,before,loneliness_extended,9,1,emotional_loneliness
R_2qEHaRpK9wttPrJ,before,loneliness_extended,10,1,emotional_loneliness
R_2qEHaRpK9wttPrJ,before,loneliness_extended,11,0,social_loneliness
R_2qEHaRpK9wttPrJ,after,loneliness_extended,1,1,social_loneliness
R_2qEHaRpK9wttPrJ,after,loneliness_extended,2,1,emotional_loneliness
R_2qEHaRpK9wttPrJ,after,loneliness_extended,3,0,emotional_loneliness
R_2qEHaRpK9wttPrJ,after,loneliness_extended,4,1,social_loneliness
R_2qEHaRpK9wttPrJ,after,loneliness_extended,5,1,emotional_loneliness
R_2qEHaRpK9wttPrJ,after,loneliness_extended,6,0,emotional_loneliness
R_2qEHaRpK9wttPrJ,after,loneliness_extended,7,1,social_loneliness
R_2qEHaRpK9wttPrJ,after,loneliness_extended,8,1,social_loneliness
R_2qEHaRpK9wttPrJ,after,loneliness_extended,9,1,emotional_loneliness
R_2qEHaRpK9wttPrJ,after,loneliness_extended,10,0,emotional_loneliness
R_2qEHaRpK9wttPrJ,after,loneliness_extended,11,1,social_loneliness
R_2zVbcDhM4AXPsZT,before,loneliness_extended,1,0,social_loneliness
R_2zVbcDhM4AXPsZT,before,loneliness_extended,2,1,emotional_loneliness
R_2zVbcDhM4AXPsZT,before,loneliness_extended,3,1,emotional_loneliness
R_2zVbcDhM4AXPsZT,before,loneliness_extended,4,1,social_loneliness
R_2zVbcDhM4AXPsZT,before,loneliness_extended,5,1,emotional_loneliness
R_2zVbcDhM4AXPsZT,before,loneliness_extended,6,1,emotional_loneliness
R_2zVbcDhM4AXPsZT,before,loneliness_extended,7,1,social_loneliness
R_2zVbcDhM4AXPsZT,before,loneliness_extended,8,1,social_loneliness
R_2zVbcDhM4AXPsZT,before,loneliness_extended,9,1,emotional_loneliness
R_2zVbcDhM4AXPsZT,before,loneliness_extended,10,1,emotional_loneliness
R_2zVbcDhM4AXPsZT,before,loneliness_extended,11,1,social_loneliness
R_2zVbcDhM4AXPsZT,after,loneliness_extended,1,1,social_loneliness
R_2zVbcDhM4AXPsZT,after,loneliness_extended,2,1,emotional_loneliness
R_2zVbcDhM4AXPsZT,after,loneliness_extended,3,1,emotional_loneliness
R_2zVbcDhM4AXPsZT,after,loneliness_extended,4,1,social_loneliness
R_2zVbcDhM4AXPsZT,after,loneliness_extended,5,1,emotional_loneliness
R_2zVbcDhM4AXPsZT,after,loneliness_extended,6,1,emotional_loneliness
R_2zVbcDhM4AXPsZT,after,loneliness_extended,7,1,social_loneliness
R_2zVbcDhM4AXPsZT,after,loneliness_extended,8,1,social_loneliness
R_2zVbcDhM4AXPsZT,after,loneliness_extended,9,1,emotional_loneliness
R_2zVbcDhM4AXPsZT,after,loneliness_extended,10,1,emotional_loneliness
R_2zVbcDhM4AXPsZT,after,loneliness_extended,11,1,social_loneliness
R_3PcoH72zwQSCOj0,before,loneliness_extended,1,0,social_loneliness
R_3PcoH72zwQSCOj0,before,loneliness_extended,2,0,emotional_loneliness
R_3PcoH72zwQSCOj0,before,loneliness_extended,3,0,emotional_loneliness
R_3PcoH72zwQSCOj0,before,loneliness_extended,4,1,social_loneliness
R_3PcoH72zwQSCOj0,before,loneliness_extended,5,1,emotional_loneliness
R_3PcoH72zwQSCOj0,before,loneliness_extended,6,1,emotional_loneliness
R_3PcoH72zwQSCOj0,before,loneliness_extended,7,1,social_loneliness
R_3PcoH72zwQSCOj0,before,loneliness_extended,8,1,social_loneliness
R_3PcoH72zwQSCOj0,before,loneliness_extended,9,1,emotional_loneliness
R_3PcoH72zwQSCOj0,before,loneliness_extended,10,0,emotional_loneliness
R_3PcoH72zwQSCOj0,before,loneliness_extended,11,0,social_loneliness
R_3PcoH72zwQSCOj0,after,loneliness_extended,1,0,social_loneliness
R_3PcoH72zwQSCOj0,after,loneliness_extended,2,0,emotional_loneliness
R_3PcoH72zwQSCOj0,after,loneliness_extended,3,1,emotional_loneliness
R_3PcoH72zwQSCOj0,after,loneliness_extended,4,0,social_loneliness
R_3PcoH72zwQSCOj0,after,loneliness_extended,5,1,emotional_loneliness
R_3PcoH72zwQSCOj0,after,loneliness_extended,6,1,emotional_loneliness
R_3PcoH72zwQSCOj0,after,loneliness_extended,7,1,social_loneliness
R_3PcoH72zwQSCOj0,after,loneliness_extended,8,1,social_loneliness
R_3PcoH72zwQSCOj0,after,loneliness_extended,9,1,emotional_loneliness
R_3PcoH72zwQSCOj0,after,loneliness_extended,10,0,emotional_loneliness
R_3PcoH72zwQSCOj0,after,loneliness_extended,11,1,social_loneliness
R_ekEOouSfdEsS5vb,before,loneliness_extended,1,0,social_loneliness
R_ekEOouSfdEsS5vb,before,loneliness_extended,2,1,emotional_loneliness
R_ekEOouSfdEsS5vb,before,loneliness_extended,3,1,emotional_loneliness
R_ekEOouSfdEsS5vb,before,loneliness_extended,4,0,social_loneliness
R_ekEOouSfdEsS5vb,before,loneliness_extended,5,1,emotional_loneliness
R_ekEOouSfdEsS5vb,before,loneliness_extended,6,0,emotional_loneliness
R_ekEOouSfdEsS5vb,before,loneliness_extended,7,0,social_loneliness
R_ekEOouSfdEsS5vb,before,loneliness_extended,8,0,social_loneliness
R_ekEOouSfdEsS5vb,before,loneliness_extended,9,1,emotional_loneliness
R_ekEOouSfdEsS5vb,before,loneliness_extended,10,0,emotional_loneliness
R_ekEOouSfdEsS5vb,before,loneliness_extended,11,0,social_loneliness
R_ekEOouSfdEsS5vb,after,loneliness_extended,1,0,social_loneliness
R_ekEOouSfdEsS5vb,after,loneliness_extended,2,0,emotional_loneliness
R_ekEOouSfdEsS5vb,after,loneliness_extended,3,1,emotional_loneliness
R_ekEOouSfdEsS5vb,after,loneliness_extended,4,0,social_loneliness
R_ekEOouSfdEsS5vb,after,loneliness_extended,5,1,emotional_loneliness
R_ekEOouSfdEsS5vb,after,loneliness_extended,6,0,emotional_loneliness
R_ekEOouSfdEsS5vb,after,loneliness_extended,7,0,social_loneliness
R_ekEOouSfdEsS5vb,after,loneliness_extended,8,0,social_loneliness
R_ekEOouSfdEsS5vb,after,loneliness_extended,9,1,emotional_loneliness
R_ekEOouSfdEsS5vb,after,loneliness_extended,10,0,emotional_loneliness
R_ekEOouSfdEsS5vb,after,loneliness_extended,11,0,social_loneliness
R_1IWvRT0mkoPQqkR,before,loneliness_extended,1,1,social_loneliness
R_1IWvRT0mkoPQqkR,before,loneliness_extended,2,1,emotional_loneliness
R_1IWvRT0mkoPQqkR,before,loneliness_extended,3,1,emotional_loneliness
R_1IWvRT0mkoPQqkR,before,loneliness_extended,4,1,social_loneliness
R_1IWvRT0mkoPQqkR,before,loneliness_extended,5,1,emotional_loneliness
R_1IWvRT0mkoPQqkR,before,loneliness_extended,6,1,emotional_loneliness
R_1IWvRT0mkoPQqkR,before,loneliness_extended,7,1,social_loneliness
R_1IWvRT0mkoPQqkR,before,loneliness_extended,8,1,social_loneliness
R_1IWvRT0mkoPQqkR,before,loneliness_extended,9,1,emotional_loneliness
R_1IWvRT0mkoPQqkR,before,loneliness_extended,10,1,emotional_loneliness
R_1IWvRT0mkoPQqkR,before,loneliness_extended,11,1,social_loneliness
R_1IWvRT0mkoPQqkR,after,loneliness_extended,1,1,social_loneliness
R_1IWvRT0mkoPQqkR,after,loneliness_extended,2,1,emotional_loneliness
R_1IWvRT0mkoPQqkR,after,loneliness_extended,3,1,emotional_loneliness
R_1IWvRT0mkoPQqkR,after,loneliness_extended,4,1,social_loneliness
R_1IWvRT0mkoPQqkR,after,loneliness_extended,5,1,emotional_loneliness
R_1IWvRT0mkoPQqkR,after,loneliness_extended,6,1,emotional_loneliness
R_1IWvRT0mkoPQqkR,after,loneliness_extended,7,1,social_loneliness
R_1IWvRT0mkoPQqkR,after,loneliness_extended,8,1,social_loneliness
R_1IWvRT0mkoPQqkR,after,loneliness_extended,9,1,emotional_loneliness
R_1IWvRT0mkoPQqkR,after,loneliness_extended,10,1,emotional_loneliness
R_1IWvRT0mkoPQqkR,after,loneliness_extended,11,1,social_loneliness
R_0PSG9nkpvJ2cBah,before,loneliness_extended,1,0,social_loneliness
R_0PSG9nkpvJ2cBah,before,loneliness_extended,2,1,emotional_loneliness
R_0PSG9nkpvJ2cBah,before,loneliness_extended,3,1,emotional_loneliness
R_0PSG9nkpvJ2cBah,before,loneliness_extended,4,0,social_loneliness
R_0PSG9nkpvJ2cBah,before,loneliness_extended,5,1,emotional_loneliness
R_0PSG9nkpvJ2cBah,before,loneliness_extended,6,0,emotional_loneliness
R_0PSG9nkpvJ2cBah,before,loneliness_extended,7,1,social_loneliness
R_0PSG9nkpvJ2cBah,before,loneliness_extended,8,1,social_loneliness
R_0PSG9nkpvJ2cBah,before,loneliness_extended,9,1,emotional_loneliness
R_0PSG9nkpvJ2cBah,before,loneliness_extended,10,1,emotional_loneliness
R_0PSG9nkpvJ2cBah,before,loneliness_extended,11,1,social_loneliness
R_0PSG9nkpvJ2cBah,after,loneliness_extended,1,1,social_loneliness
R_0PSG9nkpvJ2cBah,after,loneliness_extended,2,1,emotional_loneliness
R_0PSG9nkpvJ2cBah,after,loneliness_extended,3,1,emotional_loneliness
R_0PSG9nkpvJ2cBah,after,loneliness_extended,4,1,social_loneliness
R_0PSG9nkpvJ2cBah,after,loneliness_extended,5,1,emotional_loneliness
R_0PSG9nkpvJ2cBah,after,loneliness_extended,6,0,emotional_loneliness
R_0PSG9nkpvJ2cBah,after,loneliness_extended,7,1,social_loneliness
R_0PSG9nkpvJ2cBah,after,loneliness_extended,8,1,social_loneliness
R_0PSG9nkpvJ2cBah,after,loneliness_extended,9,1,emotional_loneliness
R_0PSG9nkpvJ2cBah,after,loneliness_extended,10,1,emotional_loneliness
R_0PSG9nkpvJ2cBah,after,loneliness_extended,11,1,social_loneliness
R_3EbVJrxApyyyxvF,before,loneliness_extended,1,1,social_loneliness
R_3EbVJrxApyyyxvF,before,loneliness_extended,2,1,emotional_loneliness
R_3EbVJrxApyyyxvF,before,loneliness_extended,3,1,emotional_loneliness
R_3EbVJrxApyyyxvF,before,loneliness_extended,4,1,social_loneliness
R_3EbVJrxApyyyxvF,before,loneliness_extended,5,1,emotional_loneliness
R_3EbVJrxApyyyxvF,before,loneliness_extended,6,1,emotional_loneliness
R_3EbVJrxApyyyxvF,before,loneliness_extended,7,1,social_loneliness
R_3EbVJrxApyyyxvF,before,loneliness_extended,8,1,social_loneliness
R_3EbVJrxApyyyxvF,before,loneliness_extended,9,1,emotional_loneliness
R_3EbVJrxApyyyxvF,before,loneliness_extended,10,1,emotional_loneliness
R_3EbVJrxApyyyxvF,before,loneliness_extended,11,1,social_loneliness
R_3EbVJrxApyyyxvF,after,loneliness_extended,1,0,social_loneliness
R_3EbVJrxApyyyxvF,after,loneliness_extended,2,1,emotional_loneliness
R_3EbVJrxApyyyxvF,after,loneliness_extended,3,1,emotional_loneliness
R_3EbVJrxApyyyxvF,after,loneliness_extended,4,1,social_loneliness
R_3EbVJrxApyyyxvF,after,loneliness_extended,5,1,emotional_loneliness
R_3EbVJrxApyyyxvF,after,loneliness_extended,6,1,emotional_loneliness
R_3EbVJrxApyyyxvF,after,loneliness_extended,7,1,social_loneliness
R_3EbVJrxApyyyxvF,after,loneliness_extended,8,1,social_loneliness
R_3EbVJrxApyyyxvF,after,loneliness_extended,9,1,emotional_loneliness
R_3EbVJrxApyyyxvF,after,loneliness_extended,10,1,emotional_loneliness
R_3EbVJrxApyyyxvF,after,loneliness_extended,11,1,social_loneliness
R_3P6tAdx0tJOoBY2,before,loneliness_extended,1,1,social_loneliness
R_3P6tAdx0tJOoBY2,before,loneliness_extended,2,1,emotional_loneliness
R_3P6tAdx0tJOoBY2,before,loneliness_extended,3,1,emotional_loneliness
R_3P6tAdx0tJOoBY2,before,loneliness_extended,4,1,social_loneliness
R_3P6tAdx0tJOoBY2,before,loneliness_extended,5,1,emotional_loneliness
R_3P6tAdx0tJOoBY2,before,loneliness_extended,6,1,emotional_loneliness
R_3P6tAdx0tJOoBY2,before,loneliness_extended,7,1,social_loneliness
R_3P6tAdx0tJOoBY2,before,loneliness_extended,8,0,social_loneliness
